"","colour_subject","rt","stimulus","keypress","word","color","block","blocknum","wordtype","trialtype","trialindex","timeelapsed","internalnodeid","keypressed","participantresponse","correctresponse"
"13687","Subject74","419","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","111","336070","1010450","edm","paicipantresponseblue","correct"
"13688","Subject75","476","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","363632","1010450","edc","paicipantresponsered","correct"
"13689","Subject76","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","111","350490","1010450","edc","paicipantresponsered","correct","631"
"13690","Subject78","730","pleasure","77","pleasure","colorblue","test","num2","typepositive","singlestim","111","330632","1010450","edm","paicipantresponseblue","correct"
"13691","Subject79","","","","","","","","","","","","","","",""
"13692","Subject80","502","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","111","356102","1010450","edm","paicipantresponseblue","correct"
"13693","Subject82","687","success","77","success","colorblue","test","num2","typepositive","singlestim","111","333607","1010450","edm","paicipantresponseblue","correct"
"13694","Subject83","367","suicide","67","suicide","colorred","test","num2","typesuicide","singlestim","111","384331","1010450","edc","paicipantresponsered","correct"
"13695","Subject84","424","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","364092","1010450","edc","paicipantresponsered","correct"
"13696","Subject85","67","suicide","colorred","test","num2","typesuicide","singlestim","111","358177","1010450","edc","paicipantresponsered","correct","681","pleasure"
"13697","Subject86","engine","77","engine","colorblue","test","num2","typeneutral","singlestim","111","383645","1010450","edm","paicipantresponseblue","correct","881"
"13698","Subject87","453","suicide","67","suicide","colorred","test","num2","typesuicide","singlestim","111","322982","1010450","edc","paicipantresponsered","correct"
"13699","Subject88","816","museum","67","museum","colorred","test","num2","typeneutral","singlestim","111","382802","1010450","edc","paicipantresponsered","correct"
"13700","Subject89","598","suicide","67","suicide","colorred","test","num2","typesuicide","singlestim","111","352457","1010450","edc","paicipantresponsered","correct"
"13701","Subject90","funeral","colorred","test","num2","typesuicide","singlestim","111","368477","1010450","edc","paicipantresponsered","correct","741","alone","67"
"13702","Subject91","414","suicide","67","suicide","colorred","test","num2","typesuicide","singlestim","111","331998","1010450","edc","paicipantresponsered","correct"
"13703","Subject92","455","engine","77","engine","colorblue","test","num2","typeneutral","singlestim","111","376079","1010450","edm","paicipantresponseblue","correct"
"13704","Subject93","400","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","111","317313","1010450","edc","paicipantresponsered","correct"
"13705","Subject94","416","stupid","77","stupid","colorblue","test","num2","typenegative","singlestim","111","328987","1010450","edm","paicipantresponseblue","correct"
"13706","Subject95","384","engine","77","engine","colorblue","test","num2","typeneutral","singlestim","111","338575","1010450","edm","paicipantresponseblue","correct"
"13707","Subject96","491","suicide","77","suicide","colorblue","test","num2","typesuicide","singlestim","111","353962","1010450","edm","paicipantresponseblue","correct"
"13708","Subject97","285","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","111","341508","1010450","edc","paicipantresponsered","correct"
"13709","Subject98","203","success","67","success","colorblue","test","num2","typepositive","singlestim","111","322616","1010450","edc","paicipantresponsered","incorrect"
"13710","Subject99","315","paper","67","paper","colorred","test","num2","typeneutral","singlestim","111","337712","1010450","edc","paicipantresponsered","correct"
"13711","Subject100","438","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","352538","1010450","edc","paicipantresponsered","correct"
"13712","Subject101","336","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","347092","1010450","edc","paicipantresponsered","correct"
"13713","Subject102","531","stupid","77","stupid","colorblue","test","num2","typenegative","singlestim","111","534418","1010450","edm","paicipantresponseblue","correct"
"13714","Subject103","428","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","111","415710","1010450","edc","paicipantresponsered","correct"
"13715","Subject104","436","pleasure","77","pleasure","colorblue","test","num2","typepositive","singlestim","111","1320022","1010450","edm","paicipantresponseblue","correct"
"13716","Subject105","454","success","67","success","colorred","test","num2","typepositive","singlestim","111","338695","1010450","edc","paicipantresponsered","correct"
"13717","Subject106","393","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","111","378749","1010450","edm","paicipantresponseblue","correct"
"13718","Subject107","440","engine","67","engine","colorred","test","num2","typeneutral","singlestim","111","403032","1010450","edc","paicipantresponsered","correct"
"13719","Subject108","490","success","67","success","colorred","test","num2","typepositive","singlestim","111","364997","1010450","edc","paicipantresponsered","correct"
"13720","Subject109","museum","colorblue","test","num2","typeneutral","singlestim","111","351764","1010450","edm","paicipantresponseblue","correct","746","success","67"
"13721","Subject110","604","paper","67","paper","colorred","test","num2","typeneutral","singlestim","111","329703","1010450","edc","paicipantresponsered","correct"
"13722","Subject111","478","suicide","77","suicide","colorblue","test","num2","typesuicide","singlestim","111","376658","1010450","edm","paicipantresponseblue","correct"
"13723","Subject112","401","alone","77","alone","colorblue","test","num2","typenegative","singlestim","111","347842","1010450","edm","paicipantresponseblue","correct"
"13724","Subject113","67","engine","colorred","test","num2","typeneutral","singlestim","111","333300","1010450","edc","paicipantresponsered","correct","659","rejected"
"13725","Subject114","370","museum","67","museum","colorred","test","num2","typeneutral","singlestim","111","381742","1010450","edc","paicipantresponsered","correct"
"13726","Subject115","723","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","351700","1010450","edc","paicipantresponsered","correct"
"13727","Subject116","649","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","368511","1010450","edc","paicipantresponsered","correct"
"13728","Subject117","417","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","111","387565","1010450","edc","paicipantresponsered","correct"
"13729","Subject118","417","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","111","366189","1010450","edm","paicipantresponseblue","correct"
"13730","Subject119","388","pleasure","77","pleasure","colorblue","test","num2","typepositive","singlestim","111","341434","1010450","edm","paicipantresponseblue","correct"
"13731","Subject120","647","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","111","754845","1010450","edc","paicipantresponsered","correct"
"13732","Subject121","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","333548","1010450","edc","paicipantresponsered","correct","621"
"13733","Subject123","836","success","67","success","colorred","test","num2","typepositive","singlestim","111","337233","1010450","edc","paicipantresponsered","correct"
"13734","Subject124","796","engine","77","engine","colorblue","test","num2","typeneutral","singlestim","111","386935","1010450","edm","paicipantresponseblue","correct"
"13735","Subject125","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","111","336087","1010450","edc","paicipantresponsered","correct","574"
"13736","Subject126","395","rejected","77","rejected","colorblue","test","num2","typenegative","singlestim","111","358362","1010450","edm","paicipantresponseblue","correct"
"13737","Subject127","suicide","67","suicide","colorred","test","num2","typesuicide","singlestim","111","346113","1010450","edc","paicipantresponsered","correct","424"
"13738","Subject128","typepositive","singlestim","111","583576","1010450","ed","incorrect","435","funeral","77","funeral","colorblue","test","num2","typesuicide"
"13739","Subject129","479","pleasure","77","pleasure","colorblue","test","num2","typepositive","singlestim","111","330537","1010450","edm","paicipantresponseblue","correct"
"13740","Subject130","710","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","111","344435","1010450","edm","paicipantresponseblue","correct"
"13741","Subject131","415","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","373431","1010450","edc","paicipantresponsered","correct"
"13742","Subject132","628","paper","67","paper","colorred","test","num2","typeneutral","singlestim","111","331398","1010450","edc","paicipantresponsered","correct"
"13743","Subject133","555","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","111","352634","1010450","edm","paicipantresponseblue","correct"
"13744","Subject134","422","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","332664","1010450","edc","paicipantresponsered","correct"
"13745","Subject135","rejected","77","rejected","colorblue","test","num2","typenegative","singlestim","111","355910","1010450","edm","paicipantresponseblue","correct","697"
"13746","Subject137","344","paper","67","paper","colorred","test","num2","typeneutral","singlestim","111","340700","1010450","edc","paicipantresponsered","correct"
"13747","Subject138","575","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","111","383130","1010450","edm","paicipantresponseblue","correct"
"13748","Subject139","colorblue","test","num2","typepositive","singlestim","111","343328","1010450","ed","incorrect","1","success","1","success","colorblue"
"13749","Subject140","402","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","111","332534","1010450","edm","paicipantresponseblue","correct"
"13750","Subject141","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","111","382075","1010450","edc","paicipantresponsered","correct","665"
"13751","Subject142","487","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","385170","1010450","edc","paicipantresponsered","correct"
"13752","Subject143","493","museum","77","museum","colorblue","test","num2","typeneutral","singlestim","111","347912","1010450","edm","paicipantresponseblue","correct"
"13753","Subject144","226","stupid","67","stupid","colorred","test","num2","typenegative","singlestim","111","386055","1010450","edc","paicipantresponsered","correct"
"13754","Subject145","462","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","341830","1010450","edc","paicipantresponsered","correct"
"13755","Subject146","650","suicide","77","suicide","colorblue","test","num2","typesuicide","singlestim","111","389699","1010450","edm","paicipantresponseblue","correct"
"13756","Subject147","450","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","111","343059","1010450","edc","paicipantresponsered","correct"
"13757","Subject148","772","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","111","346319","1010450","edc","paicipantresponsered","correct"
"13758","Subject149","410","pleasure","67","pleasure","colorred","test","num2","typepositive","singlestim","111","321309","1010450","edc","paicipantresponsered","correct"
"13759","Subject150","77","alone","colorblue","test","num2","typenegative","singlestim","111","348268","1010450","edm","paicipantresponseblue","correct","1767","dead"
"13760","Subject151","430","museum","77","museum","colorblue","test","num2","typeneutral","singlestim","111","318834","1010450","edm","paicipantresponseblue","correct"
"13761","Subject152","467","pleasure","77","pleasure","colorblue","test","num2","typepositive","singlestim","111","346039","1010450","edm","paicipantresponseblue","correct"
"13762","Subject154","453","museum","77","museum","colorblue","test","num2","typeneutral","singlestim","111","716774","1010450","edm","paicipantresponseblue","correct"
"13763","Subject155","museum","67","museum","colorred","test","num2","typeneutral","singlestim","111","333415","1010450","edc","paicipantresponsered","correct","523"
"13764","Subject156","488","success","77","success","colorblue","test","num2","typepositive","singlestim","111","436260","1010450","edm","paicipantresponseblue","correct"
"13765","Subject157","111","371350","1010450","edc","paicipantresponsered","correct","1115","alone","67","alone","colorred","test","num2","typenegative","singlestim"
"13766","Subject158","alone","77","alone","colorblue","test","num2","typenegative","singlestim","111","345825","1010450","edm","paicipantresponseblue","correct","684"
"13767","Subject159","379","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","111","339451","1010450","edc","paicipantresponsered","correct"
"13768","Subject181","600","alone","77","alone","colorblue","test","num2","typenegative","singlestim","111","417800","1010450","edm","paicipantresponseblue","correct"
"13769","Subject182","332","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","111","349435","1010450","edc","paicipantresponsered","correct"
"13770","Subject183","455","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","111","354226","1010450","edm","paicipantresponseblue","correct"
"13771","Subject184","447","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","111","344637","1010450","edc","paicipantresponsered","correct"
"13772","Subject185","397","success","77","success","colorblue","test","num2","typepositive","singlestim","111","422539","1010450","edm","paicipantresponseblue","correct"
"13773","Subject186","374","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","375379","1010450","edc","paicipantresponsered","correct"
"13774","Subject187","success","colorred","test","num2","typepositive","singlestim","111","373968","1010270","edc","paicipantresponsered","correct","506","dead","67"
"13775","Subject188","67","success","colorred","test","num2","typepositive","singlestim","111","365008","1010450","edc","paicipantresponsered","correct","874","paper"
"13776","Subject189","723","rejected","77","rejected","colorblue","test","num2","typenegative","singlestim","111","385471","1010450","edm","paicipantresponseblue","correct"
"13777","Subject190","77","alone","colorblue","test","num2","typenegative","singlestim","111","336525","1010450","edm","paicipantresponseblue","correct","435","alone"
"13778","Subject191","575","museum","67","museum","colorred","test","num2","typeneutral","singlestim","111","364691","1010450","edc","paicipantresponsered","correct"
"13779","Subject192","416","engine","77","engine","colorblue","test","num2","typeneutral","singlestim","111","489324","1010450","edm","paicipantresponseblue","correct"
"13780","Subject193","","","","","","","","","","","","","","",""
"13781","Subject194","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","111","348306","1010450","edm","paicipantresponseblue","correct","1295"
"13782","Subject196","486","engine","67","engine","colorred","test","num2","typeneutral","singlestim","111","364878","1010450","edc","paicipantresponsered","correct"
"13783","Subject197","596","success","77","success","colorblue","test","num2","typepositive","singlestim","111","336392","1010450","edm","paicipantresponseblue","correct"
"13784","Subject198","306","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","415750","1010450","edc","paicipantresponsered","correct"
"13785","Subject199","colorblue","test","num2","typesuicide","singlestim","111","415765","1010450","edm","paicipantresponseblue","correct","676","happy","67","happy"
"13786","Subject200","938","paper","77","paper","colorblue","test","num2","typeneutral","singlestim","111","351281","1010450","edm","paicipantresponseblue","correct"
"13787","Subject201","414","paper","77","paper","colorblue","test","num2","typeneutral","singlestim","111","662234","1010450","edm","paicipantresponseblue","correct"
"13788","Subject202","1287","paper","67","paper","colorblue","test","num2","typeneutral","singlestim","111","750352","1010450","edc","paicipantresponsered","incorrect"
"13789","Subject203","364","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","363824","1010450","edc","paicipantresponsered","correct"
"13790","Subject204","stupid","67","stupid","colorred","test","num2","typenegative","singlestim","111","324685","1010450","edc","paicipantresponsered","correct","400"
"13791","Subject205","533","pleasure","67","pleasure","colorred","test","num2","typepositive","singlestim","111","385620","1010450","edc","paicipantresponsered","correct"
"13792","Subject206","906","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","111","359217","1010450","edm","paicipantresponseblue","correct"
"13793","Subject207","560","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","111","364112","1010450","edc","paicipantresponsered","correct"
"13794","Subject208","516","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","364722","1010450","edc","paicipantresponsered","correct"
"13795","Subject209","395","success","67","success","colorred","test","num2","typepositive","singlestim","111","322083","1010450","edc","paicipantresponsered","correct"
"13796","Subject210","561","suicide","77","suicide","colorblue","test","num2","typesuicide","singlestim","111","351139","1010450","edm","paicipantresponseblue","correct"
"13797","Subject212","happy","77","happy","colorblue","test","num2","typepositive","singlestim","111","342187","1010450","edm","paicipantresponseblue","correct","389"
"13798","Subject213","462","suicide","67","suicide","colorred","test","num2","typesuicide","singlestim","111","362816","1010450","edc","paicipantresponsered","correct"
"13799","Subject214","456","paper","67","paper","colorred","test","num2","typeneutral","singlestim","111","326798","1010450","edc","paicipantresponsered","correct"
"13800","Subject215","523","happy","77","happy","colorblue","test","num2","typepositive","singlestim","111","335680","1010450","edm","paicipantresponseblue","correct"
"13801","Subject216","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","111","338266","1010450","edc","paicipantresponsered","correct","950"
"13802","Subject217","671","paper","67","paper","colorred","test","num2","typeneutral","singlestim","111","347941","1010450","edc","paicipantresponsered","correct"
"13803","Subject219","582","paper","67","paper","colorred","test","num2","typeneutral","singlestim","111","325002","1010450","edc","paicipantresponsered","correct"
"13804","Subject220","paper","77","paper","colorblue","test","num2","typeneutral","singlestim","111","374162","1010450","edm","paicipantresponseblue","correct","725"
"13805","Subject221","310","alone","67","alone","colorblue","test","num2","typenegative","singlestim","111","341850","1010450","edc","paicipantresponsered","incorrect"
"13806","Subject222","359","paper","77","paper","colorblue","test","num2","typeneutral","singlestim","111","343619","1010450","edm","paicipantresponseblue","correct"
"13807","Subject223","564","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","371116","1010450","edc","paicipantresponsered","correct"
"13808","Subject224","393","stupid","77","stupid","colorblue","test","num2","typenegative","singlestim","111","339943","1010450","edm","paicipantresponseblue","correct"
"13809","Subject225","532","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","377256","1010450","edc","paicipantresponsered","correct"
"13810","Subject226","512","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","356418","1010450","edc","paicipantresponsered","correct"
"13811","Subject227","564","stupid","77","stupid","colorblue","test","num2","typenegative","singlestim","111","341112","1010450","edm","paicipantresponseblue","correct"
"13812","Subject228","731","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","375201","1010450","edc","paicipantresponsered","correct"
"13813","Subject229","458","rejected","77","rejected","colorblue","test","num2","typenegative","singlestim","111","368712","1010450","edm","paicipantresponseblue","correct"
"13814","Subject230","390","happy","77","happy","colorblue","test","num2","typepositive","singlestim","111","350216","1010450","edm","paicipantresponseblue","correct"
"13815","Subject231","455","rejected","77","rejected","colorblue","test","num2","typenegative","singlestim","111","348622","1010450","edm","paicipantresponseblue","correct"
"13816","Subject232","443","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","111","354262","1010450","edm","paicipantresponseblue","correct"
"13817","Subject233","578","pleasure","77","pleasure","colorblue","test","num2","typepositive","singlestim","111","344915","1010450","edm","paicipantresponseblue","correct"
"13818","Subject234","486","alone","67","alone","colorred","test","num2","typenegative","singlestim","111","382603","1010450","edc","paicipantresponsered","correct"
"13819","Subject236","668","paper","67","paper","colorred","test","num2","typeneutral","singlestim","111","374551","1010450","edc","paicipantresponsered","correct"
"13820","Subject237","473","alone","67","alone","colorred","test","num2","typenegative","singlestim","111","342810","1010450","edc","paicipantresponsered","correct"
"13821","Subject238","391","rejected","77","rejected","colorblue","test","num2","typenegative","singlestim","111","336586","1010450","edm","paicipantresponseblue","correct"
"13822","Subject239","465","stupid","67","stupid","colorred","test","num2","typenegative","singlestim","111","380553","1010450","edc","paicipantresponsered","correct"
"13823","Subject240","341","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","412519","1010450","edc","paicipantresponsered","correct"
"13824","Subject241","535","suicide","67","suicide","colorred","test","num2","typesuicide","singlestim","111","375565","1010450","edc","paicipantresponsered","correct"
"13825","Subject242","67","paper","colorred","test","num2","typeneutral","singlestim","111","364713","1010450","edc","paicipantresponsered","correct","530","engine"
"13826","Subject243","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","111","683281","1010450","edc","paicipantresponsered","correct","391"
"13827","Subject244","67","museum","colorred","test","num2","typeneutral","singlestim","111","365745","1010450","edc","paicipantresponsered","correct","387","pleasure"
"13828","Subject245","425","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","111","344249","1010450","edc","paicipantresponsered","correct"
"13829","Subject246","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","111","348388","1010450","edm","paicipantresponseblue","correct","472"
"13830","Subject247","happy","colorblue","test","num2","typepositive","singlestim","111","441916","1010270","edm","paicipantresponseblue","correct","356","alone","77"
"13831","Subject248","368","paper","67","paper","colorred","test","num2","typeneutral","singlestim","111","328532","1010450","edc","paicipantresponsered","correct"
"13832","Subject249","348","paper","77","paper","colorblue","test","num2","typeneutral","singlestim","111","317639","1010450","edm","paicipantresponseblue","correct"
"13833","Subject250","455","alone","77","alone","colorblue","test","num2","typenegative","singlestim","111","401500","1010450","edm","paicipantresponseblue","correct"
"13834","Subject251","474","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","325428","1010450","edc","paicipantresponsered","correct"
"13835","Subject252","758","paper","77","paper","colorblue","test","num2","typeneutral","singlestim","111","359916","1010450","edm","paicipantresponseblue","correct"
"13836","Subject253","803","stupid","67","stupid","colorred","test","num2","typenegative","singlestim","111","358120","1010450","edc","paicipantresponsered","correct"
"13837","Subject254","416","success","77","success","colorblue","test","num2","typepositive","singlestim","111","457847","1010450","edm","paicipantresponseblue","correct"
"13838","Subject255","695","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","111","396652","1010450","edc","paicipantresponsered","correct"
"13839","Subject256","453","success","77","success","colorblue","test","num2","typepositive","singlestim","111","384365","1010450","edm","paicipantresponseblue","correct"
"13840","Subject257","557","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","388035","1010450","edc","paicipantresponsered","correct"
"13841","Subject258","67","paper","colorred","test","num2","typeneutral","singlestim","111","360596","1010450","edc","paicipantresponsered","correct","1434","funeral"
"13842","Subject259","590","paper","67","paper","colorred","test","num2","typeneutral","singlestim","111","326321","1010450","edc","paicipantresponsered","correct"
"13843","Subject260","757","success","67","success","colorred","test","num2","typepositive","singlestim","111","331007","1010450","edc","paicipantresponsered","correct"
"13844","Subject261","900","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","344439","1010450","edc","paicipantresponsered","correct"
"13845","Subject262","397","engine","67","engine","colorred","test","num2","typeneutral","singlestim","111","373838","1010450","edc","paicipantresponsered","correct"
"13846","Subject263","328","paper","77","paper","colorblue","test","num2","typeneutral","singlestim","111","351327","1010450","edm","paicipantresponseblue","correct"
"13847","Subject264","517","alone","67","alone","colorred","test","num2","typenegative","singlestim","111","322385","1010450","edc","paicipantresponsered","correct"
"13848","Subject265","colorred","test","num2","typeneutral","singlestim","111","582386","1010450","edc","paicipantresponsered","correct","749","engine","77","engine"
"13849","Subject266","333","alone","67","alone","colorred","test","num2","typenegative","singlestim","111","313571","1010450","edc","paicipantresponsered","correct"
"13850","Subject267","422","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","111","329637","1010450","edm","paicipantresponseblue","correct"
"13851","Subject268","487","alone","77","alone","colorblue","test","num2","typenegative","singlestim","111","411253","1010450","edm","paicipantresponseblue","correct"
"13852","Subject269","387","paper","77","paper","colorblue","test","num2","typeneutral","singlestim","111","356128","1010450","edm","paicipantresponseblue","correct"
"13853","Subject270","593","alone","77","alone","colorblue","test","num2","typenegative","singlestim","111","426738","1010450","edm","paicipantresponseblue","correct"
"13854","Subject271","685","stupid","77","stupid","colorblue","test","num2","typenegative","singlestim","111","354489","1010450","edm","paicipantresponseblue","correct"
"13855","Subject272","111","343955","1010450","edm","paicipantresponseblue","correct","540","stupid","86","stupid","colorred","test","num2","typenegative","singlestim"
"13856","Subject273","pleasure","77","pleasure","colorblue","test","num2","typepositive","singlestim","111","330201","1010450","edm","paicipantresponseblue","correct","344"
"13857","Subject274","incorrect","1000","timeout","textTimed","114","3018934","1020","","","","","","","",""
"13858","Subject276","439","success","67","success","colorred","test","num2","typepositive","singlestim","111","316575","1010450","edc","paicipantresponsered","correct"
"13859","Subject277","509","rejected","77","rejected","colorblue","test","num2","typenegative","singlestim","111","358661","1010450","edm","paicipantresponseblue","correct"
"13860","Subject278","1","engine","1","engine","colorblue","test","num2","typeneutral","singlestim","111","6881540","1010450","ed","incorrect","1"
"13861","Subject279","371","museum","67","museum","colorred","test","num2","typeneutral","singlestim","111","355840","1010450","edc","paicipantresponsered","correct"
"13862","Subject280","636","pleasure","77","pleasure","colorblue","test","num2","typepositive","singlestim","111","344346","1010450","edm","paicipantresponseblue","correct"
"13863","Subject281","singlestim","111","402568","1010450","edm","paicipantresponseblue","correct","984","museum","67","museum","colorred","test","num2","typeneutral"
"13864","Subject283","571","success","77","success","colorblue","test","num2","typepositive","singlestim","111","338024","1010450","edm","paicipantresponseblue","correct"
"13865","Subject284","590","happy","77","happy","colorblue","test","num2","typepositive","singlestim","111","348953","1010450","edm","paicipantresponseblue","correct"
"13866","Subject285","rejected","77","rejected","colorblue","test","num2","typenegative","singlestim","111","342464","1010450","edm","paicipantresponseblue","correct","355"
"13867","Subject286","624","alone","77","alone","colorblue","test","num2","typenegative","singlestim","111","342437","1010450","edm","paicipantresponseblue","correct"
"13868","Subject287","684","paper","67","paper","colorred","test","num2","typeneutral","singlestim","111","342209","1010450","edc","paicipantresponsered","correct"
"13869","Subject288","378","pleasure","77","pleasure","colorblue","test","num2","typepositive","singlestim","111","347949","1010450","edm","paicipantresponseblue","correct"
"13870","Subject289","448","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","111","344213","1010450","edm","paicipantresponseblue","correct"
"13871","Subject290","523","suicide","77","suicide","colorblue","test","num2","typesuicide","singlestim","111","411658","1010450","edm","paicipantresponseblue","correct"
"13872","Subject291","401","pleasure","67","pleasure","colorred","test","num2","typepositive","singlestim","111","329772","1010450","edc","paicipantresponsered","correct"
"13873","Subject292","617","alone","67","alone","colorred","test","num2","typenegative","singlestim","111","357076","1010450","edc","paicipantresponsered","correct"
"13874","Subject293","425","pleasure","67","pleasure","colorred","test","num2","typepositive","singlestim","111","357086","1010450","edc","paicipantresponsered","correct"
"13875","Subject294","511","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","111","334074","1010450","edm","paicipantresponseblue","correct"
"13876","Subject295","477","engine","67","engine","colorred","test","num2","typeneutral","singlestim","111","359193","1010450","edc","paicipantresponsered","correct"
"13877","Subject296","460","rejected","77","rejected","colorblue","test","num2","typenegative","singlestim","111","354283","1010450","edm","paicipantresponseblue","correct"
"13878","Subject297","594","success","67","success","colorred","test","num2","typepositive","singlestim","111","362603","1010450","edc","paicipantresponsered","correct"
"13879","Subject298","774","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","111","326733","1010450","edm","paicipantresponseblue","correct"
"13880","Subject299","426","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","339372","1010450","edc","paicipantresponsered","correct"
"13881","Subject300","444","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","111","322276","1010450","edm","paicipantresponseblue","correct"
"13882","Subject301","645","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","111","334542","1010450","edm","paicipantresponseblue","correct"
"13883","Subject302","470","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","329644","1010450","edc","paicipantresponsered","correct"
"13884","Subject303","453","suicide","77","suicide","colorblue","test","num2","typesuicide","singlestim","111","350612","1010450","edm","paicipantresponseblue","correct"
"13885","Subject304","426","pleasure","67","pleasure","colorred","test","num2","typepositive","singlestim","111","381770","1010450","edc","paicipantresponsered","correct"
"13886","Subject305","499","paper","67","paper","colorred","test","num2","typeneutral","singlestim","111","336344","1010450","edc","paicipantresponsered","correct"
"13887","Subject306","colorblue","test","num2","typeneutral","singlestim","111","462880","1010450","edm","paicipantresponseblue","correct","1568","funeral","67","funeral"
"13888","Subject307","384","suicide","77","suicide","colorblue","test","num2","typesuicide","singlestim","111","359568","1010450","edm","paicipantresponseblue","correct"
"13889","Subject308","373","happy","77","happy","colorblue","test","num2","typepositive","singlestim","111","347161","1010450","edm","paicipantresponseblue","correct"
"13890","Subject309","colorred","test","num2","typenegative","singlestim","111","383280","1010450","edc","paicipantresponsered","correct","1228","happy","67","happy"
"13891","Subject310","460","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","111","422792","1010450","edc","paicipantresponsered","correct"
"13892","Subject311","339","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","326558","1010450","edc","paicipantresponsered","correct"
"13893","Subject312","509","happy","67","happy","colorblue","test","num2","typepositive","singlestim","111","412490","1010450","edc","paicipantresponsered","incorrect"
"13894","Subject313","dead","67","dead","colorred","test","num2","typesuicide","singlestim","111","372022","1010450","edc","paicipantresponsered","correct","406"
"13895","Subject314","suicide","188","suicide","colorblue","test","num2","typesuicide","singlestim","111","342459","1010450","ed","incorrect","503","paper"
"13896","Subject316","test","num2","typepositive","singlestim","111","388671","1010450","edm","paicipantresponseblue","correct","840","stupid","67","stupid","colorred"
"13897","Subject317","535","suicide","67","suicide","colorred","test","num2","typesuicide","singlestim","111","386909","1010450","edc","paicipantresponsered","correct"
"13898","Subject318","406","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","111","520508","1010450","edm","paicipantresponseblue","correct"
"13899","Subject319","969","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","111","400526","1010450","edc","paicipantresponsered","correct"
"13900","Subject320","edm","paicipantresponseblue","correct","721","stupid","67","stupid","colorred","test","num2","typenegative","singlestim","113","367518","1010470"
