esid,ctrl.n,ctrl.sd,ctrl.m,population.x,basicsleepcon.x,metaid.x,basicSTB.x,treat.n,treat.sd,treat.m,population.y,basicsleepcon.y,metaid.y,basicSTB.y,type
250,NA,NA,NA,Adult,Insomnia,2,Suicidality,NA,NA,NA,Adult,Insomnia,2,Suicidality,othergrp
250,NA,NA,NA,Adult,Insomnia,2,Suicidality,NA,NA,NA,Adult,Insomnia,2,Suicidality,case
250,NA,NA,NA,Adult,Insomnia,2,Suicidality,,1.3,4.4,Adult,Insomnia,2,Suicidality,suic
251,NA,NA,NA,Adult,Hypersomnia,2,Suicidality,NA,NA,NA,Adult,Hypersomnia,2,Suicidality,case
251,NA,NA,NA,Adult,Hypersomnia,2,Suicidality,,1.3,3.7,Adult,Hypersomnia,2,Suicidality,suic
251,NA,NA,NA,Adult,Hypersomnia,2,Suicidality,NA,NA,NA,Adult,Hypersomnia,2,Suicidality,othergrp
252,NA,NA,NA,Adult,No Sleep Problem,2,Suicidality,NA,NA,NA,Adult,No Sleep Problem,2,Suicidality,case
252,NA,NA,NA,Adult,No Sleep Problem,2,Suicidality,NA,NA,NA,Adult,No Sleep Problem,2,Suicidality,othergrp
252,NA,NA,NA,Adult,No Sleep Problem,2,Suicidality,,1.2,2.8,Adult,No Sleep Problem,2,Suicidality,suic
253,NA,NA,NA,Adult,Sleep disturbance,3,Suicidality,34,1.2,2.8,Adult,Sleep disturbance,3,Suicidality,othergrp
253,NA,NA,NA,Adult,Sleep disturbance,3,Suicidality,33,1.8,2.7,Adult,Sleep disturbance,3,Suicidality,suic
253,NA,NA,NA,Adult,Sleep disturbance,3,Suicidality,NA,NA,NA,Adult,Sleep disturbance,3,Suicidality,case
254,72,NA,NA,Adult,Insomnia,7,SA,NA,NA,28,Adult,Insomnia,7,SA,case
254,72,NA,NA,Adult,Insomnia,7,SA,NA,NA,NA,Adult,Insomnia,7,SA,othergrp
254,72,NA,NA,Adult,Insomnia,7,SA,,NA,NA,Adult,Insomnia,7,SA,suic
255,72,NA,NA,Adult,Insomnia,7,SA,NA,NA,28,Adult,Insomnia,7,SA,case
255,72,NA,NA,Adult,Insomnia,7,SA,,NA,NA,Adult,Insomnia,7,SA,suic
255,72,NA,NA,Adult,Insomnia,7,SA,NA,NA,NA,Adult,Insomnia,7,SA,othergrp
256,72,NA,NA,Adult,Insomnia,7,SA,,NA,NA,Adult,Insomnia,7,SA,suic
256,72,NA,NA,Adult,Insomnia,7,SA,NA,NA,NA,Adult,Insomnia,7,SA,othergrp
256,72,NA,NA,Adult,Insomnia,7,SA,NA,NA,28,Adult,Insomnia,7,SA,case
257,72,NA,NA,Adult,Nightmares,7,SA,,NA,NA,Adult,Nightmares,7,SA,suic
257,72,NA,NA,Adult,Nightmares,7,SA,NA,NA,NA,Adult,Nightmares,7,SA,othergrp
257,72,NA,NA,Adult,Nightmares,7,SA,NA,NA,28,Adult,Nightmares,7,SA,case
258,NA,NA,NA,Adolescent,Insomnia,9,SI,NA,NA,NA,Adolescent,Insomnia,9,SI,othergrp
258,NA,NA,NA,Adolescent,Insomnia,9,SI,NA,NA,NA,Adolescent,Insomnia,9,SI,case
258,NA,NA,NA,Adolescent,Insomnia,9,SI,2948,NA,NA,Adolescent,Insomnia,9,SI,suic
259,NA,NA,NA,Adolescent,Insomnia,9,SP,NA,NA,NA,Adolescent,Insomnia,9,SP,case
259,NA,NA,NA,Adolescent,Insomnia,9,SP,NA,NA,NA,Adolescent,Insomnia,9,SP,othergrp
259,NA,NA,NA,Adolescent,Insomnia,9,SP,2968,NA,NA,Adolescent,Insomnia,9,SP,suic
260,NA,NA,NA,Adolescent,Insomnia,9,SA,2991,NA,NA,Adolescent,Insomnia,9,SA,suic
260,NA,NA,NA,Adolescent,Insomnia,9,SA,NA,NA,NA,Adolescent,Insomnia,9,SA,case
260,NA,NA,NA,Adolescent,Insomnia,9,SA,NA,NA,NA,Adolescent,Insomnia,9,SA,othergrp
261,400,0.66,1.44,Adult,Insomnia,15,SD,NA,NA,NA,Adult,Insomnia,15,SD,othergrp
261,400,0.66,1.44,Adult,Insomnia,15,SD,20,0.85,1.9,Adult,Insomnia,15,SD,case
261,400,0.66,1.44,Adult,Insomnia,15,SD,,NA,NA,Adult,Insomnia,15,SD,suic
262,400,0.84,1.84,Adult,Insomnia,15,SD,NA,NA,NA,Adult,Insomnia,15,SD,othergrp
262,400,0.84,1.84,Adult,Insomnia,15,SD,20,0.89,2.2,Adult,Insomnia,15,SD,case
262,400,0.84,1.84,Adult,Insomnia,15,SD,,NA,NA,Adult,Insomnia,15,SD,suic
263,400,0.72,1.56,Adult,Insomnia,15,SD,NA,NA,NA,Adult,Insomnia,15,SD,othergrp
263,400,0.72,1.56,Adult,Insomnia,15,SD,20,0.85,1.75,Adult,Insomnia,15,SD,case
263,400,0.72,1.56,Adult,Insomnia,15,SD,,NA,NA,Adult,Insomnia,15,SD,suic
264,400,0.65,1.33,Adult,Nonrestorative sleep,15,SD,20,0.89,1.8,Adult,Nonrestorative sleep,15,SD,case
264,400,0.65,1.33,Adult,Nonrestorative sleep,15,SD,,NA,NA,Adult,Nonrestorative sleep,15,SD,suic
264,400,0.65,1.33,Adult,Nonrestorative sleep,15,SD,NA,NA,NA,Adult,Nonrestorative sleep,15,SD,othergrp
265,NA,NA,NA,Adult,No sleep disorder,16,SD,NA,NA,NA,Adult,No sleep disorder,16,SD,case
265,NA,NA,NA,Adult,No sleep disorder,16,SD,NA,NA,NA,Adult,No sleep disorder,16,SD,othergrp
265,NA,NA,NA,Adult,No sleep disorder,16,SD,,NA,NA,Adult,No sleep disorder,16,SD,suic
266,NA,NA,NA,Adult,Insomnia,16,SD,NA,NA,NA,Adult,Insomnia,16,SD,othergrp
266,NA,NA,NA,Adult,Insomnia,16,SD,,NA,NA,Adult,Insomnia,16,SD,suic
266,NA,NA,NA,Adult,Insomnia,16,SD,NA,NA,NA,Adult,Insomnia,16,SD,case
267,NA,NA,NA,Adult,Insomnia,16,SD,NA,NA,NA,Adult,Insomnia,16,SD,case
267,NA,NA,NA,Adult,Insomnia,16,SD,NA,NA,NA,Adult,Insomnia,16,SD,othergrp
267,NA,NA,NA,Adult,Insomnia,16,SD,,NA,NA,Adult,Insomnia,16,SD,suic
268,NA,NA,NA,Adult,Insomnia,16,SD,NA,NA,NA,Adult,Insomnia,16,SD,case
268,NA,NA,NA,Adult,Insomnia,16,SD,,NA,NA,Adult,Insomnia,16,SD,suic
268,NA,NA,NA,Adult,Insomnia,16,SD,NA,NA,NA,Adult,Insomnia,16,SD,othergrp
269,NA,NA,NA,Adult,Insomnia,17,Suicidality,350,0.7,3,Adult,Insomnia,17,Suicidality,suic
269,NA,NA,NA,Adult,Insomnia,17,Suicidality,NA,NA,NA,Adult,Insomnia,17,Suicidality,othergrp
269,NA,NA,NA,Adult,Insomnia,17,Suicidality,NA,NA,NA,Adult,Insomnia,17,Suicidality,case
270,NA,NA,NA,Adult,Sleep disturbance,13,SI,,NA,NA,Adult,Sleep disturbance,13,SI,suic
270,NA,NA,NA,Adult,Sleep disturbance,13,SI,NA,NA,NA,Adult,Sleep disturbance,13,SI,case
270,NA,NA,NA,Adult,Sleep disturbance,13,SI,NA,NA,NA,Adult,Sleep disturbance,13,SI,othergrp
271,NA,NA,NA,Adult,Sleep problems,14,SD,NA,NA,NA,Adult,Sleep problems,14,SD,case
271,NA,NA,NA,Adult,Sleep problems,14,SD,157,NA,NA,Adult,Sleep problems,14,SD,suic
271,NA,NA,NA,Adult,Sleep problems,14,SD,NA,NA,NA,Adult,Sleep problems,14,SD,othergrp
272,509,NA,NA,Adult,Sleep duration,18,SA,,NA,NA,Adult,Sleep duration,18,SA,suic
272,509,NA,NA,Adult,Sleep duration,18,SA,434,NA,NA,Adult,Sleep duration,18,SA,case
272,509,NA,NA,Adult,Sleep duration,18,SA,83,NA,NA,Adult,Sleep duration,18,SA,othergrp
273,NA,NA,NA,Adult,Insomnia,19,SI,NA,NA,NA,Adult,Insomnia,19,SI,case
273,NA,NA,NA,Adult,Insomnia,19,SI,,NA,NA,Adult,Insomnia,19,SI,suic
273,NA,NA,NA,Adult,Insomnia,19,SI,NA,NA,NA,Adult,Insomnia,19,SI,othergrp
274,NA,NA,NA,Adult,Sleep problems,20,SD,,NA,NA,Adult,Sleep problems,20,SD,suic
274,NA,NA,NA,Adult,Sleep problems,20,SD,157,NA,NA,Adult,Sleep problems,20,SD,case
274,NA,NA,NA,Adult,Sleep problems,20,SD,16,NA,NA,Adult,Sleep problems,20,SD,othergrp
275,NA,NA,NA,Adult,Insomnia,24,SA,NA,NA,NA,Adult,Insomnia,24,SA,case
275,NA,NA,NA,Adult,Insomnia,24,SA,183,NA,NA,Adult,Insomnia,24,SA,suic
275,NA,NA,NA,Adult,Insomnia,24,SA,NA,NA,NA,Adult,Insomnia,24,SA,othergrp
276,NA,NA,NA,Adult,Sleep problems,31,Suicidality,,NA,NA,Adult,Sleep problems,31,Suicidality,suic
276,NA,NA,NA,Adult,Sleep problems,31,Suicidality,NA,NA,NA,Adult,Sleep problems,31,Suicidality,othergrp
276,NA,NA,NA,Adult,Sleep problems,31,Suicidality,NA,NA,NA,Adult,Sleep problems,31,Suicidality,case
277,NA,NA,NA,Adult,Insomnia,32,SI,NA,NA,NA,Adult,Insomnia,32,SI,othergrp
277,NA,NA,NA,Adult,Insomnia,32,SI,NA,NA,NA,Adult,Insomnia,32,SI,case
277,NA,NA,NA,Adult,Insomnia,32,SI,,NA,NA,Adult,Insomnia,32,SI,suic
278,NA,NA,NA,Adult,Sleep disturbance,32,Suicidality,,NA,NA,Adult,Sleep disturbance,32,Suicidality,suic
278,NA,NA,NA,Adult,Sleep disturbance,32,Suicidality,NA,NA,NA,Adult,Sleep disturbance,32,Suicidality,othergrp
278,NA,NA,NA,Adult,Sleep disturbance,32,Suicidality,NA,NA,NA,Adult,Sleep disturbance,32,Suicidality,case
279,NA,NA,NA,Adult,Sleep disturbance,32,Suicidality,,NA,NA,Adult,Sleep disturbance,32,Suicidality,suic
279,NA,NA,NA,Adult,Sleep disturbance,32,Suicidality,NA,NA,NA,Adult,Sleep disturbance,32,Suicidality,case
279,NA,NA,NA,Adult,Sleep disturbance,32,Suicidality,NA,NA,NA,Adult,Sleep disturbance,32,Suicidality,othergrp
280,NA,NA,NA,Adult,Insomnia,36,Suicidality,NA,NA,NA,Adult,Insomnia,36,Suicidality,case
280,NA,NA,NA,Adult,Insomnia,36,Suicidality,,NA,NA,Adult,Insomnia,36,Suicidality,suic
280,NA,NA,NA,Adult,Insomnia,36,Suicidality,NA,NA,NA,Adult,Insomnia,36,Suicidality,othergrp
281,NA,NA,NA,Adult,Nightmares,36,Suicidality,NA,NA,NA,Adult,Nightmares,36,Suicidality,othergrp
281,NA,NA,NA,Adult,Nightmares,36,Suicidality,NA,NA,NA,Adult,Nightmares,36,Suicidality,case
281,NA,NA,NA,Adult,Nightmares,36,Suicidality,,NA,NA,Adult,Nightmares,36,Suicidality,suic
282,NA,NA,NA,Adult,Insomnia,51,SA,,NA,NA,Adult,Insomnia,51,SA,suic
282,NA,NA,NA,Adult,Insomnia,51,SA,NA,NA,NA,Adult,Insomnia,51,SA,othergrp
282,NA,NA,NA,Adult,Insomnia,51,SA,NA,NA,NA,Adult,Insomnia,51,SA,case
283,NA,NA,NA,Adult,Insomnia,51,SI,,NA,NA,Adult,Insomnia,51,SI,suic
283,NA,NA,NA,Adult,Insomnia,51,SI,NA,NA,NA,Adult,Insomnia,51,SI,othergrp
283,NA,NA,NA,Adult,Insomnia,51,SI,NA,NA,NA,Adult,Insomnia,51,SI,case
284,29,NA,NA,Adult,Insomnia,42,Suicidality,36,NA,NA,Adult,Insomnia,42,Suicidality,case
284,29,NA,NA,Adult,Insomnia,42,Suicidality,,NA,NA,Adult,Insomnia,42,Suicidality,suic
284,29,NA,NA,Adult,Insomnia,42,Suicidality,NA,NA,NA,Adult,Insomnia,42,Suicidality,othergrp
285,29,NA,NA,Adult,Sleep disturbance,42,Suicidality,36,NA,NA,Adult,Sleep disturbance,42,Suicidality,case
285,29,NA,NA,Adult,Sleep disturbance,42,Suicidality,,NA,NA,Adult,Sleep disturbance,42,Suicidality,suic
285,29,NA,NA,Adult,Sleep disturbance,42,Suicidality,NA,NA,NA,Adult,Sleep disturbance,42,Suicidality,othergrp
286,29,NA,NA,Adult,Insomnia,42,Suicidality,36,NA,NA,Adult,Insomnia,42,Suicidality,case
286,29,NA,NA,Adult,Insomnia,42,Suicidality,,NA,NA,Adult,Insomnia,42,Suicidality,suic
286,29,NA,NA,Adult,Insomnia,42,Suicidality,NA,NA,NA,Adult,Insomnia,42,Suicidality,othergrp
287,NA,NA,NA,Adolescent,Sleep duration,39,SI,NA,NA,NA,Adolescent,Sleep duration,39,SI,case
287,NA,NA,NA,Adolescent,Sleep duration,39,SI,,NA,NA,Adolescent,Sleep duration,39,SI,suic
287,NA,NA,NA,Adolescent,Sleep duration,39,SI,NA,NA,NA,Adolescent,Sleep duration,39,SI,othergrp
288,NA,NA,NA,Adolescent,Sleep duration,39,SP,NA,NA,NA,Adolescent,Sleep duration,39,SP,case
288,NA,NA,NA,Adolescent,Sleep duration,39,SP,,NA,NA,Adolescent,Sleep duration,39,SP,suic
288,NA,NA,NA,Adolescent,Sleep duration,39,SP,NA,NA,NA,Adolescent,Sleep duration,39,SP,othergrp
289,NA,NA,NA,Adolescent,Sleep duration,39,SA,NA,NA,NA,Adolescent,Sleep duration,39,SA,case
289,NA,NA,NA,Adolescent,Sleep duration,39,SA,,NA,NA,Adolescent,Sleep duration,39,SA,suic
289,NA,NA,NA,Adolescent,Sleep duration,39,SA,NA,NA,NA,Adolescent,Sleep duration,39,SA,othergrp
290,NA,NA,NA,Adolescent,Sleep duration,39,SI,NA,NA,NA,Adolescent,Sleep duration,39,SI,othergrp
290,NA,NA,NA,Adolescent,Sleep duration,39,SI,NA,NA,NA,Adolescent,Sleep duration,39,SI,case
290,NA,NA,NA,Adolescent,Sleep duration,39,SI,,NA,NA,Adolescent,Sleep duration,39,SI,suic
291,NA,NA,NA,Adolescent,Sleep duration,39,SP,NA,NA,NA,Adolescent,Sleep duration,39,SP,case
291,NA,NA,NA,Adolescent,Sleep duration,39,SP,,NA,NA,Adolescent,Sleep duration,39,SP,suic
291,NA,NA,NA,Adolescent,Sleep duration,39,SP,NA,NA,NA,Adolescent,Sleep duration,39,SP,othergrp
292,NA,NA,NA,Adolescent,Sleep duration,39,SA,,NA,NA,Adolescent,Sleep duration,39,SA,suic
292,NA,NA,NA,Adolescent,Sleep duration,39,SA,NA,NA,NA,Adolescent,Sleep duration,39,SA,othergrp
292,NA,NA,NA,Adolescent,Sleep duration,39,SA,NA,NA,NA,Adolescent,Sleep duration,39,SA,case
293,21,14.4,14.5,Adolescent,Delta,35,Suicidality,,NA,NA,Adolescent,Delta,35,Suicidality,suic
293,21,14.4,14.5,Adolescent,Delta,35,Suicidality,23,7.9,14,Adolescent,Delta,35,Suicidality,othergrp
293,21,14.4,14.5,Adolescent,Delta,35,Suicidality,20,10.5,15.3,Adolescent,Delta,35,Suicidality,case
294,21,17.2,20.2,Adolescent,Sleep latency,35,Suicidality,23,20.6,27.8,Adolescent,Sleep latency,35,Suicidality,othergrp
294,21,17.2,20.2,Adolescent,Sleep latency,35,Suicidality,,NA,NA,Adolescent,Sleep latency,35,Suicidality,suic
294,21,17.2,20.2,Adolescent,Sleep latency,35,Suicidality,20,22.7,28.7,Adolescent,Sleep latency,35,Suicidality,case
295,21,25.7,665.2,Adolescent,Delta,35,Suicidality,20,29.8,78.3,Adolescent,Delta,35,Suicidality,case
295,21,25.7,665.2,Adolescent,Delta,35,Suicidality,,NA,NA,Adolescent,Delta,35,Suicidality,suic
295,21,25.7,665.2,Adolescent,Delta,35,Suicidality,23,30,86.3,Adolescent,Delta,35,Suicidality,othergrp
296,21,57.2,115.2,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
296,21,57.2,115.2,Adolescent,GH,35,Suicidality,23,9.5,91.3,Adolescent,GH,35,Suicidality,othergrp
296,21,57.2,115.2,Adolescent,GH,35,Suicidality,20,45.3,86.7,Adolescent,GH,35,Suicidality,case
297,21,8.9,16.2,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
297,21,8.9,16.2,Adolescent,GH,35,Suicidality,23,9.2,16.3,Adolescent,GH,35,Suicidality,othergrp
297,21,8.9,16.2,Adolescent,GH,35,Suicidality,20,7.6,16.4,Adolescent,GH,35,Suicidality,case
298,21,8.9,5.22,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
298,21,8.9,5.22,Adolescent,GH,35,Suicidality,23,2.7,2.71,Adolescent,GH,35,Suicidality,othergrp
298,21,8.9,5.22,Adolescent,GH,35,Suicidality,20,4.1,2.65,Adolescent,GH,35,Suicidality,case
299,21,17,47.4,Adolescent,GH,35,Suicidality,23,13.9,50,Adolescent,GH,35,Suicidality,othergrp
299,21,17,47.4,Adolescent,GH,35,Suicidality,20,11.5,44.8,Adolescent,GH,35,Suicidality,case
299,21,17,47.4,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
300,21,17.9,54.5,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
300,21,17.9,54.5,Adolescent,GH,35,Suicidality,23,14,53.8,Adolescent,GH,35,Suicidality,othergrp
300,21,17.9,54.5,Adolescent,GH,35,Suicidality,20,12.4,49.1,Adolescent,GH,35,Suicidality,case
301,21,19.8,80.4,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
301,21,19.8,80.4,Adolescent,GH,35,Suicidality,23,15.6,74.7,Adolescent,GH,35,Suicidality,othergrp
301,21,19.8,80.4,Adolescent,GH,35,Suicidality,20,19.6,71,Adolescent,GH,35,Suicidality,case
302,21,1.1,0.89,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
302,21,1.1,0.89,Adolescent,GH,35,Suicidality,23,0.95,0.53,Adolescent,GH,35,Suicidality,othergrp
302,21,1.1,0.89,Adolescent,GH,35,Suicidality,20,0.57,0.44,Adolescent,GH,35,Suicidality,case
303,21,57.2,115.2,Adolescent,GH,35,Suicidality,NA,NA,NA,Adolescent,GH,35,Suicidality,othergrp
303,21,57.2,115.2,Adolescent,GH,35,Suicidality,13,49.4,110,Adolescent,GH,35,Suicidality,case
303,21,57.2,115.2,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
304,21,8.9,16.2,Adolescent,GH,35,Suicidality,13,10.2,25.7,Adolescent,GH,35,Suicidality,case
304,21,8.9,16.2,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
304,21,8.9,16.2,Adolescent,GH,35,Suicidality,NA,NA,NA,Adolescent,GH,35,Suicidality,othergrp
305,21,5.4,5.22,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
305,21,5.4,5.22,Adolescent,GH,35,Suicidality,NA,NA,NA,Adolescent,GH,35,Suicidality,othergrp
305,21,5.4,5.22,Adolescent,GH,35,Suicidality,13,1.6,2.14,Adolescent,GH,35,Suicidality,case
306,21,17,47.4,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
306,21,17,47.4,Adolescent,GH,35,Suicidality,NA,NA,NA,Adolescent,GH,35,Suicidality,othergrp
306,21,17,47.4,Adolescent,GH,35,Suicidality,13,13.6,64.7,Adolescent,GH,35,Suicidality,case
307,21,17.9,54.5,Adolescent,GH,35,Suicidality,NA,NA,NA,Adolescent,GH,35,Suicidality,othergrp
307,21,17.9,54.5,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
307,21,17.9,54.5,Adolescent,GH,35,Suicidality,13,14,71.6,Adolescent,GH,35,Suicidality,case
308,21,19.8,80.4,Adolescent,GH,35,Suicidality,13,15.4,98.8,Adolescent,GH,35,Suicidality,case
308,21,19.8,80.4,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
308,21,19.8,80.4,Adolescent,GH,35,Suicidality,NA,NA,NA,Adolescent,GH,35,Suicidality,othergrp
309,21,1.1,0.89,Adolescent,GH,35,Suicidality,,NA,NA,Adolescent,GH,35,Suicidality,suic
309,21,1.1,0.89,Adolescent,GH,35,Suicidality,NA,NA,NA,Adolescent,GH,35,Suicidality,othergrp
309,21,1.1,0.89,Adolescent,GH,35,Suicidality,13,0.1,0.18,Adolescent,GH,35,Suicidality,case
310,21,14.4,14.5,Adolescent,Delta,35,Suicidality,NA,NA,NA,Adolescent,Delta,35,Suicidality,othergrp
310,21,14.4,14.5,Adolescent,Delta,35,Suicidality,,NA,NA,Adolescent,Delta,35,Suicidality,suic
310,21,14.4,14.5,Adolescent,Delta,35,Suicidality,13,6.7,12.2,Adolescent,Delta,35,Suicidality,case
311,21,17.2,20.2,Adolescent,Sleep latency,35,Suicidality,,NA,NA,Adolescent,Sleep latency,35,Suicidality,suic
311,21,17.2,20.2,Adolescent,Sleep latency,35,Suicidality,NA,NA,NA,Adolescent,Sleep latency,35,Suicidality,othergrp
311,21,17.2,20.2,Adolescent,Sleep latency,35,Suicidality,13,20.7,30.5,Adolescent,Sleep latency,35,Suicidality,case
312,21,25.7,65.2,Adolescent,Delta,35,Suicidality,,NA,NA,Adolescent,Delta,35,Suicidality,suic
312,21,25.7,65.2,Adolescent,Delta,35,Suicidality,13,29.3,82.8,Adolescent,Delta,35,Suicidality,case
312,21,25.7,65.2,Adolescent,Delta,35,Suicidality,NA,NA,NA,Adolescent,Delta,35,Suicidality,othergrp
313,14,9.3,18.4,Adolescent,Sleep,37,Suicidality,,NA,NA,Adolescent,Sleep,37,Suicidality,suic
313,14,9.3,18.4,Adolescent,Sleep,37,Suicidality,13,9.3,18.1,Adolescent,Sleep,37,Suicidality,case
313,14,9.3,18.4,Adolescent,Sleep,37,Suicidality,30,21.1,31.6,Adolescent,Sleep,37,Suicidality,othergrp
314,14,5.8,8.8,Adolescent,Time awake,37,Suicidality,,NA,NA,Adolescent,Time awake,37,Suicidality,suic
314,14,5.8,8.8,Adolescent,Time awake,37,Suicidality,30,9.6,8.8,Adolescent,Time awake,37,Suicidality,othergrp
314,14,5.8,8.8,Adolescent,Time awake,37,Suicidality,13,5.3,9.7,Adolescent,Time awake,37,Suicidality,case
315,14,24.9,459.1,Adolescent,Total sleep time,37,Suicidality,,NA,NA,Adolescent,Total sleep time,37,Suicidality,suic
315,14,24.9,459.1,Adolescent,Total sleep time,37,Suicidality,30,32.3,455.4,Adolescent,Total sleep time,37,Suicidality,othergrp
315,14,24.9,459.1,Adolescent,Total sleep time,37,Suicidality,13,21,459.5,Adolescent,Total sleep time,37,Suicidality,case
316,14,11.2,16.9,Adolescent,Stage 1,37,Suicidality,,NA,NA,Adolescent,Stage 1,37,Suicidality,suic
316,14,11.2,16.9,Adolescent,Stage 1,37,Suicidality,13,10.4,16.7,Adolescent,Stage 1,37,Suicidality,case
316,14,11.2,16.9,Adolescent,Stage 1,37,Suicidality,30,9.2,18.4,Adolescent,Stage 1,37,Suicidality,othergrp
317,14,37.5,225,Adolescent,Stage 2,37,Suicidality,30,31,221.6,Adolescent,Stage 2,37,Suicidality,othergrp
317,14,37.5,225,Adolescent,Stage 2,37,Suicidality,13,36.4,225.5,Adolescent,Stage 2,37,Suicidality,case
317,14,37.5,225,Adolescent,Stage 2,37,Suicidality,,NA,NA,Adolescent,Stage 2,37,Suicidality,suic
318,14,13.3,30.5,Adolescent,Stage 3,37,Suicidality,30,16.6,33.1,Adolescent,Stage 3,37,Suicidality,othergrp
318,14,13.3,30.5,Adolescent,Stage 3,37,Suicidality,,NA,NA,Adolescent,Stage 3,37,Suicidality,suic
318,14,13.3,30.5,Adolescent,Stage 3,37,Suicidality,13,24.1,39.5,Adolescent,Stage 3,37,Suicidality,case
319,14,33,85.2,Adolescent,Stage 4,37,Suicidality,30,31.4,67.6,Adolescent,Stage 4,37,Suicidality,othergrp
319,14,33,85.2,Adolescent,Stage 4,37,Suicidality,,NA,NA,Adolescent,Stage 4,37,Suicidality,suic
319,14,33,85.2,Adolescent,Stage 4,37,Suicidality,13,30.6,81,Adolescent,Stage 4,37,Suicidality,case
320,14,19.9,101.5,Adolescent,REM,37,Suicidality,,NA,NA,Adolescent,REM,37,Suicidality,suic
320,14,19.9,101.5,Adolescent,REM,37,Suicidality,13,26,96.9,Adolescent,REM,37,Suicidality,case
320,14,19.9,101.5,Adolescent,REM,37,Suicidality,30,18.2,114.8,Adolescent,REM,37,Suicidality,othergrp
321,14,52.6,99.7,Adolescent,REM,37,Suicidality,13,53.5,103,Adolescent,REM,37,Suicidality,case
321,14,52.6,99.7,Adolescent,REM,37,Suicidality,30,26.9,71.6,Adolescent,REM,37,Suicidality,othergrp
321,14,52.6,99.7,Adolescent,REM,37,Suicidality,,NA,NA,Adolescent,REM,37,Suicidality,suic
322,14,0.31,1.17,Adolescent,REM,37,Suicidality,30,0.28,1.38,Adolescent,REM,37,Suicidality,othergrp
322,14,0.31,1.17,Adolescent,REM,37,Suicidality,,NA,NA,Adolescent,REM,37,Suicidality,suic
322,14,0.31,1.17,Adolescent,REM,37,Suicidality,13,0.3,1.22,Adolescent,REM,37,Suicidality,case
323,NA,NA,NA,Adult,Insomnia,45,SI,47,2,3.4,Adult,Insomnia,45,SI,othergrp
323,NA,NA,NA,Adult,Insomnia,45,SI,37,2.4,4.2,Adult,Insomnia,45,SI,suic
323,NA,NA,NA,Adult,Insomnia,45,SI,NA,NA,NA,Adult,Insomnia,45,SI,case
324,NA,NA,NA,Adult,Total sleep Time,45,SI,37,35.2,410.6,Adult,Total sleep Time,45,SI,suic
324,NA,NA,NA,Adult,Total sleep Time,45,SI,47,31.7,434.9,Adult,Total sleep Time,45,SI,othergrp
324,NA,NA,NA,Adult,Total sleep Time,45,SI,NA,NA,NA,Adult,Total sleep Time,45,SI,case
325,NA,NA,NA,Adult,Sleep latency,45,SI,NA,NA,NA,Adult,Sleep latency,45,SI,case
325,NA,NA,NA,Adult,Sleep latency,45,SI,37,8.8,10.4,Adult,Sleep latency,45,SI,suic
325,NA,NA,NA,Adult,Sleep latency,45,SI,47,8.8,9.7,Adult,Sleep latency,45,SI,othergrp
326,NA,NA,NA,Adult,Sleep efficiency,45,SI,NA,NA,NA,Adult,Sleep efficiency,45,SI,case
326,NA,NA,NA,Adult,Sleep efficiency,45,SI,47,4.8,93.5,Adult,Sleep efficiency,45,SI,othergrp
326,NA,NA,NA,Adult,Sleep efficiency,45,SI,37,5.7,93.7,Adult,Sleep efficiency,45,SI,suic
327,NA,NA,NA,Adult,Awake,45,SI,47,2.3,3.6,Adult,Awake,45,SI,othergrp
327,NA,NA,NA,Adult,Awake,45,SI,NA,NA,NA,Adult,Awake,45,SI,case
327,NA,NA,NA,Adult,Awake,45,SI,37,1.5,3.2,Adult,Awake,45,SI,suic
328,NA,NA,NA,Adult,NREM,45,SI,37,2.8,3.7,Adult,NREM,45,SI,suic
328,NA,NA,NA,Adult,NREM,45,SI,47,3.4,4.5,Adult,NREM,45,SI,othergrp
328,NA,NA,NA,Adult,NREM,45,SI,NA,NA,NA,Adult,NREM,45,SI,case
329,NA,NA,NA,Adult,NREM,45,SI,NA,NA,NA,Adult,NREM,45,SI,case
329,NA,NA,NA,Adult,NREM,45,SI,37,6.5,53.1,Adult,NREM,45,SI,suic
329,NA,NA,NA,Adult,NREM,45,SI,47,7.8,53,Adult,NREM,45,SI,othergrp
