esid,metaid,nosleep.findings,finding,year,first.author,sampletype,country,population,study.design,follow.up.yr,study.descript,totaln,time2.n,age.m,percentfemale,comparison,data.loc,sleepSTB.compareONLY,grp.notes,basicSTB,STBconstruct,STB.measure,STBmethod,STBdichot,sleepconstruct,addtinsom.sleep,basicsleepcon,sleep.measure,sleepmethod,sleepdichot,covar.adjusted,suicgrp.tot.n,suicgrp.m,suicgrp.sd,suicgrp.percent,suicgrp.corr,suicgrp.tau,suicgrp.StdBeta,sucigrp.b,suicgrp.SE,suicgrp.R2,suicgrp.HazR,scuigrp.RiskR,suicgrp.OR,suicgrp.CI.low,suicgrp.CI.high,suicgrp.tstat,scuigrp.X2,case.n,case.m,case.sd,case.percent,case.corr,case.StdBeta,case.OR,case.HazRatio,case.CI.low,case.CI.high,case.X2,case.tstat,ctrl.n,ctrl.m,ctrl.sd,ctrl.percent,ctrl.corr,ctrl.StdBeta,ctrl.OR,ctrl.CI.low,ctrl.CI.high,ctrl.tstat,ctrl.X2,othergrp.n,othergrp.m,othergrp.sd,othergrp.percent,othergrp.corr,othergrp.StdB,othergrp.OR,othergrp.CI.low,othergrp.CI.high,othergrp.tstat,othergrp.X2,othergrp2.n,othergrp2.m,othergrp2.sd,othergrp2.percent,othergrp2.corr,othergrp2.StdBeta,othergrp2.OR,othergrp2.CI.low,othergrp2.CI.high,othergrp2.tstat,othergrp2.X2,othergrp3.n,othergrp3.m,othergrp3.sd,othergrp3.percent,othergrp3.corr,othergrp3.StdBeta,othergrp3.OR,othergrp3.CI.low,othergrp3.CI.high,othergrp3.tstat,othergrp3.X2 
558,190,6,5,2008,Bolton,Clinical,USA,Adult,Cross-sectional,,,5128,,,,SuicGrp,SuicGrp,Sleep correlates among men and women with MDD and SA,WOMEN; compared to individuals with MDD but no SA,SA,SA,no measure,Self-report,Categorical,Early morning awakening,Early morning awakening,Insomnia,Alcohol Use Disorders and Associated Disabilities Inter- view Schedule–DSM-IV ,Interview,Categorical,yes,,,,,,,,,,,,,,,,,,616,,,,,,0.84,,0.62,1.14,,,4263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,190,6,6,2008,Bolton,Clinical,USA,Adult,Cross-sectional,,,5128,,,,SuicGrp,SuicGrp,Sleep correlates among men and women with MDD and SA,WOMEN; compared to individuals with MDD but no SA,SA,SA,no measure,Self-report,Categorical,Hypersomnia,Hypersomnia,Insomnia,Alcohol Use Disorders and Associated Disabilities Inter- view Schedule–DSM-IV ,Interview,Categorical,yes,,,,,,,,,,,,,,,,,,616,,,,,,1.48,,1.12,1.97,,,4263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,192,1,1,2013,Bryan,Military,USA,Adult,Cross-sectional,,,158,,27.86,7,SuicGrp,SuicGrp,Association between SI and insomnia (in TBI pts),,Suicidality,Suicidality,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,,22,,,,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,193,1,1,2011,Calandre,Clinical,,Adult,Cross-sectional,,,180,,51,97.7,CaseCtrl,CaseCtrl,Sleep quality across SA vs no SA,,SA,SA,no measure,Self-report,Categorical,Sleep quality,Sleep quality,Sleep quality,unknown,Self-report,unknown,,,,,,,,,,,,,,,,,,,30,9.4,0.2,,,,,,,,,,150,7.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,199,1,1,2011,Chin,Community,Korea,Adult,Cross-sectional,,,6969,,44.14,57.6,SuicGrp,SuicGrp,Risk of SI by sleep duration,Comparing to <5 h of sleep,SI,SI,no measure,Self-report,Categorical,Sleep duration (5-8h) compared to < 5h,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,"1,079",,,,,,,,,,,,0.69,0.57,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,201,2,1,1993,Choquet,Community,France,Adolescent,Cross-sectional,,2 studies,387,,,,CaseCtrl,CaseCtrl,% of sleep problems in SI and Non-SI,,SI,Past week SI,no measure,Self-report,Categorical,Sleep difficulties (often),Sleep disturbance,Sleep disturbance,no measure,Self-report,Categorical,,,,,,,,,,,,,,,,,,,40,,,38.5,,,,,,,,,347,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,201,2,2,1993,Choquet,Community,Canada,Adolescent,Cross-sectional,,2 studies,201,,,,CaseCtrl,CaseCtrl,% of sleep problems in SI and Non-SI,,SI,Past week SI,no measure,Self-report,Categorical,Sleep difficulties (often),Sleep disturbance,Sleep disturbance,no measure,Self-report,Categorical,,,,,,,,,,,,,,,,,,,31,,,38.7,,,,,,,,,170,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,200,1,1,2015,Choi,Clinical; OSA,Korea,Adult,Cross-sectional,,,117,,49.36,12.8,SuicGrp,SuicGrp,Association between SI and insomnia in OSA pts,,SI,SI,BDI-II,Self-report,Categorical,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,,24,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,202,6,1,1990,Choquet,Community,France,Adolescent,Cross-sectional,,,1519,,,,SINovsSIRarevsSIoften,CaseCtrlOthergrp,"Types of sleep problems across never, rarely, and often SI; boys",boys; SI Never=Ctrl; SI Rarely=Case; SI Often=Other grp,SI,SI,no measure,Self-report,Categorical,Frequent Nightmares,Nightmares,Nightmares,no measure,Self-report,Categorical,,,,,,,,,,,,,,,,,,,78,,,15,,,,,,,,,720,,,4,,,,,,,,38,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,202,6,2,1990,Choquet,Community,France,Adolescent,Cross-sectional,,,1519,,,,SINovsSIRarevsSIoften,CaseCtrlOthergrp,"Types of sleep problems across never, rarely, and often SI; boys",boys; SI Never=Ctrl; SI Rarely=Case; SI Often=Other grp,SI,SI,no measure,Self-report,Categorical,Waking up often during night,Sleep disturbance,Sleep disturbance,no measure,Self-report,Categorical,,,,,,,,,,,,,,,,,,,78,,,38,,,,,,,,,720,,,17,,,,,,,,38,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,202,6,3,1990,Choquet,Community,France,Adolescent,Cross-sectional,,,1519,,,,SINovsSIRarevsSIoften,CaseCtrlOthergrp,"Types of sleep problems across never, rarely, and often SI; boys",boys; SI Never=Ctrl; SI Rarely=Case; SI Often=Other grp,SI,SI,no measure,Self-report,Categorical,Sleep less than 67 hours,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,,,,,,,,,,,,,,,,,78,,,27,,,,,,,,,720,,,13,,,,,,,,38,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,202,6,4,1990,Choquet,Community,France,Adolescent,Cross-sectional,,,1519,,,,SINovsSIRarevsSIoften,CaseCtrlOthergrp,"Types of sleep problems across never, rarely, and often SI; girls",girls; SI Never=Ctrl; SI Rarely=Case; SI Often=Other grp,SI,SI,no measure,Self-report,Categorical,Frequent Nightmares,Nightmares,Nightmares,no measure,Self-report,Categorical,,,,,,,,,,,,,,,,,,,90,,,18,,,,,,,,,526,,,10,,,,,,,,67,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,202,6,5,1990,Choquet,Community,France,Adolescent,Cross-sectional,,,1519,,,,SINovsSIRarevsSIoften,CaseCtrlOthergrp,"Types of sleep problems across never, rarely, and often SI; girls",girls; SI Never=Ctrl; SI Rarely=Case; SI Often=Other grp,SI,SI,no measure,Self-report,Categorical,Waking up often during night,Sleep disturbance,Sleep disturbance,no measure,Self-report,Categorical,,,,,,,,,,,,,,,,,,,90,,,33,,,,,,,,,526,,,27,,,,,,,,67,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,202,6,6,1990,Choquet,Community,France,Adolescent,Cross-sectional,,,1519,,,,SINovsSIRarevsSIoften,CaseCtrlOthergrp,"Types of sleep problems across never, rarely, and often SI; girls",girls; SI Never=Ctrl; SI Rarely=Case; SI Often=Other grp,SI,SI,no measure,Self-report,Categorical,Sleep less than 67 hours,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,,,,,,,,,,,,,,,,,90,,,23,,,,,,,,,526,,,8,,,,,,,,67,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,204,1,1,2016,Chu,Community,South Korea,Adult,Cross-sectional,,,552,,21.53,74.5,SuicGrp,SuicGrp,Insomnia predicting SI,,SI,SI,Depression Severity Index - Suicide Subscale (DSISS) ,,,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,yes,,,,,0.28,,0.09,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,210,1,1,2010,Dedic,Military?,Serbia,Adult,Cross-sectional,,,60,,,,CaseCtrl,CaseCtrl,Insomnia in SA and Ctrls,,SA,SA,no measure,Medical Record,Categorical,Insomnia,Insomnia,Insomnia,Hamilton Depression Rating Scale,Self-report,Continuous,,,,,,,,,,,,,,,,,,,30,2.8,1.88,,,,,,,,,,30,1.3,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,212,5,1,2013,Do,Community,Korea,Adolescent,Cross-sectional,,,136589,,,47.7,SuicGrp,SuicGrp,Avg daily sleep hours predicting SI (binary logistic),comparison is ot 8 hours,SI,SI,no measure,Self-report,Categorical,Sleep duration: < 4,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,,,,,,,,,,,,0.93,0.81,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,212,5,2,2013,Do,Community,Korea,Adolescent,Cross-sectional,,,136589,,,47.7,SuicGrp,SuicGrp,Avg daily sleep hours predicting SI (binary logistic),comparison is ot 8 hours,SI,SI,no measure,Self-report,Categorical,Sleep duration: 4-5,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,,,,,,,,,,,,0.61,0.52,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,212,5,3,2013,Do,Community,Korea,Adolescent,Cross-sectional,,,136589,,,47.7,SuicGrp,SuicGrp,Avg daily sleep hours predicting SI (binary logistic),comparison is ot 8 hours,SI,SI,no measure,Self-report,Categorical,Sleep duration: 5-6,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,,,,,,,,,,,,0.35,0.26,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,212,5,4,2013,Do,Community,Korea,Adolescent,Cross-sectional,,,136589,,,47.7,SuicGrp,SuicGrp,Avg daily sleep hours predicting SI (binary logistic),comparison is ot 8 hours,SI,SI,no measure,Self-report,Categorical,Sleep duration: 6-7,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,,,,,,,,,,,,0.17,0.09,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,212,5,5,2013,Do,Community,Korea,Adolescent,Cross-sectional,,,136589,,,47.7,SuicGrp,SuicGrp,Avg daily sleep hours predicting SI (binary logistic),comparison is ot 8 hours,SI,SI,no measure,Self-report,Categorical,Sleep duration: 7-8,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,,,,,,,,,,,,-0.01,-0.1,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,214,1,1,2014,Encrenaz,Prisoners,France,Adult,Cross-sectional,,,369,,36,0,SuicSleepvsSuicNoSleep,SuicGrpCaseOthergrp,Looking at factors associated with SA (yes/no sleep disorder),,SA,Lifetime SA,no measure,Interview,Categorical,Sleep disorder,Sleep disturbance,Sleep disturbance,no measure,Interview,Categorical,,,,,,,,,,,,,,,,,,,203,,,13.8,,,2,,0.7,5.3,,,,,,,,,,,,,,163,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,218,1,1,1990,Fawcett,Clinical,,Adult,Prospective,10 years,,954,,38.1,57.9,SuicGrp,SuicGrp,Insomnia in patients who did vs. did not die by suicide,,SD,Suicide Death,no measure,Medical Record,Categorical,Global insomnia,Insomnia,Insomnia,unknown,Interview,unknown,,32,,,,,,,,,,,,,,,,6.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,219,1,1,2015,Finley,Military,USA,Adult,Cross-sectional,,,211652,,,13.6,NoSAvSIvSAvSISA,CaseCtrlOthergrpOthergrp2,"Examining Insomnia in No SI/SA, SI only, SA only, SI/SA",Case: SI only + insomnia; Ctrl: no SI/SA + insomnia; Othergrp: SA only + insomnia; Othergrp2: SI and SA + Insomnia,SA,SA,no measure,Medical Record,Categorical,Insomnia,Insomnia,Insomnia,no measure,medical Record,Categorical,,,,,,,,,,,,,,,,,,,4310,,,18.2,,,,,,,,,205899,,,12.8,,,,,,,,753,,,16.7,,,,,,,,690,,,17.6,,,,,,,,,,,,,,,,,,
582,220,36,1,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,sleep duration: <  4 hours,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1775,,,34.6,,,,,,,,,3.3,2.5,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,220,36,2,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,sleep duration: 5 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1775,,,19.3,,,,,,,,,1.7,1.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,220,36,3,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,sleep duration: 6h,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1775,,,17.8,,,,,,,,,1.7,1.29,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,220,36,4,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,sleep duration: 7 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1775,,,11.7,,,,,,,,,1.3,1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,220,36,5,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,sleep duration: 9 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1775,,,13,,,,,,,,,1.6,1.1,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,220,36,6,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,Sleep duration: > 10 hrs,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1775,,,17.8,,,,,,,,,1.5,0.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,220,36,7,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SP,SP,YSR,Self-report,Categorical,sleep duration: <  4 hours,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1361,,,30.3,,,,,,,,,3.4,2.5,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,220,36,8,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SP,SP,YSR,Self-report,Categorical,sleep duration: 5 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1361,,,15.7,,,,,,,,,1.9,1.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,220,36,9,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SP,SP,YSR,Self-report,Categorical,sleep duration: 6h,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1361,,,13.5,,,,,,,,,1.7,1.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,220,36,10,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SP,SP,YSR,Self-report,Categorical,sleep duration: 7 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1361,,,8.2,,,,,,,,,1.2,0.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,220,36,11,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SP,SP,YSR,Self-report,Categorical,sleep duration: 9 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1361,,,8.5,,,,,,,,,1.2,0.8,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,220,36,12,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SP,SP,YSR,Self-report,Categorical,Sleep duration: > 10 hrs,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1361,,,16.8,,,,,,,,,2.2,1.2,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,220,36,13,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SA,SA,YSR,Self-report,Categorical,sleep duration: <  4 hours,Sleep duration,Sleep duration,no measure,self-report,Categorical,,839,,,25.1,,,,,,,,,4.3,2.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,220,36,14,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SA,SA,YSR,Self-report,Categorical,sleep duration: 5 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,839,,,7.8,,,,,,,,,1.3,0.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,220,36,15,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SA,SA,YSR,Self-report,Categorical,sleep duration: 6h,Sleep duration,Sleep duration,no measure,self-report,Categorical,,839,,,8,,,,,,,,,1.5,1.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,220,36,16,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SA,SA,YSR,Self-report,Categorical,sleep duration: 7 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,839,,,5,,,,,,,,,1.3,0.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,220,36,17,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SA,SA,YSR,Self-report,Categorical,sleep duration: 9 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,839,,,5.9,,,,,,,,,1.5,0.8,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,220,36,18,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SA,SA,YSR,Self-report,Categorical,Sleep duration: > 10 hrs,Sleep duration,Sleep duration,no measure,self-report,Categorical,,839,,,12.5,,,,,,,,,1.7,0.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,220,36,19,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,sleep duration: <  4 hours,Sleep duration,Sleep duration,no measure,self-report,Categorical,,2040,,,32.3,,,,,,,,,2.7,2,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,220,36,20,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,sleep duration: 5 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,2040,,,22.1,,,,,,,,,2,1.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,220,36,21,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,sleep duration: 6h,Sleep duration,Sleep duration,no measure,self-report,Categorical,,2040,,,14.8,,,,,,,,,1.3,1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,220,36,22,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,sleep duration: 7 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,2040,,,11.4,,,,,,,,,1.2,1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,220,36,23,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,sleep duration: 9 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,2040,,,10.2,,,,,,,,,1.2,0.9,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,220,36,24,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,Sleep duration: > 10 hrs,Sleep duration,Sleep duration,no measure,self-report,Categorical,,2040,,,14.6,,,,,,,,,1.4,0.9,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,220,36,25,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SP,SP,YSR,Self-report,Categorical,sleep duration: <  4 hours,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1611,,,26.8,,,,,,,,,2.6,19,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,220,36,26,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SP,SP,YSR,Self-report,Categorical,sleep duration: 5 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1611,,,17.2,,,,,,,,,1.8,1.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,220,36,27,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SP,SP,YSR,Self-report,Categorical,sleep duration: 6h,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1611,,,12.4,,,,,,,,,1.5,1.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,220,36,28,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SP,SP,YSR,Self-report,Categorical,sleep duration: 7 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1611,,,8.4,,,,,,,,,1.2,0.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,220,36,29,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SP,SP,YSR,Self-report,Categorical,sleep duration: 9 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1611,,,7.3,,,,,,,,,1.1,0.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,220,36,30,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SP,SP,YSR,Self-report,Categorical,Sleep duration: > 10 hrs,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1611,,,12.2,,,,,,,,,1.2,0.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
