,treat.n,treat.sd,treat.m,population,basicsleepcon,esid,metaid,basicSTB,type
1316,,NA,NA,Adult,Insomnia,636,271,SI,suic
1317,,NA,NA,Adult,Nightmares,637,271,SI,suic
1318,,NA,NA,Adult,Sleep quality,638,283,SA,suic
1319,264,NA,NA,Adult,Insomnia,639,286,SA,suic
1320,264,NA,NA,Adult,Insomnia,640,286,SA,suic
1321,,NA,NA,Adult,Insomnia,641,292,SD,suic
1322,,NA,NA,Adult,Insomnia,642,292,SD,suic
1323,,NA,NA,Adult,Insomnia,643,292,SD,suic
1324,408,NA,NA,Adolescent,Insomnia,644,303,SI,suic
1325,705,NA,NA,Adult,Insomnia ,645,304,SI,suic
1326,705,NA,NA,Adult,Insomnia,646,304,SI,suic
1327,705,NA,NA,Adult,Insomnia,647,304,SI,suic
1328,705,NA,NA,Adult,Insomnia,648,304,SI,suic
1329,,NA,NA,Adolescent Adult,Insomnia,649,305,SD,suic
1330,,NA,NA,Adolescent Adult,Insomnia,650,305,SD,suic
1331,,NA,NA,Adolescent Adult,Insomnia,651,305,SD,suic
1332,,NA,NA,Adolescent Adult,Insomnia,652,305,SD,suic
1333,34,NA,NA,Adult,Insomnia,653,307,SI,suic
1334,,NA,NA,Adult,Insomnia,654,308,SA,suic
1335,,NA,NA,Adult,Sleep disorder,655,311,SD,suic
1336,33,NA,NA,Adolescent,Sleep duration,656,27,SI,suic
1337,20,NA,NA,Adolescent,Sleep duration,657,27,SI,suic
1338,5,NA,NA,Adolescent,Sleep duration,658,27,SA,suic
1339,36,NA,NA,Adolescent,Insomnia,659,115,SA,suic
1340,,NA,NA,Adolescent,Insomnia,660,115,SA,suic
1341,,NA,NA,Adolescent,Insomnia,661,115,SA,suic
1342,,NA,NA,Adolescent,Insomnia,662,115,SA,suic
1343,,NA,NA,Adolescent,Non-restorative sleep,663,115,SA,suic
1344,,NA,NA,Adolescent,Hypersomnia,664,115,SA,suic
1345,,NA,NA,Adult,Insomnia,665,141,SA,suic
1346,,NA,NA,Adult,Insomnia,666,141,SA,suic
1347,,NA,NA,Adult,Insomnia,667,141,SA,suic
1348,,NA,NA,Adult,Nightmares,668,141,SA,suic
1349,,NA,NA,Adolescent,Time in bed,669,247,SI,suic
1350,,NA,NA,Adolescent,Time in bed,670,247,SI,suic
1351,,NA,NA,Adolescent,Time in bed,671,247,SI,suic
1352,,NA,NA,Adolescent,Time in bed,672,247,SI,suic
1353,,NA,NA,Adolescent,Time in bed,673,247,SI,suic
1354,,NA,NA,Adolescent,Time in bed,674,247,SI,suic
1355,,NA,NA,Adolescent,Time in bed,675,247,SI,suic
1356,14,NA,NA,Adult,Sleep duration,676,62,SD,suic
1357,81,NA,NA,Adult,Sleep duration,677,62,SD,suic
1358,54,NA,NA,Adult,Sleep duration,678,62,SD,suic
1359,,NA,NA,Adult,Insomnia,679,62,SD,suic
1360,,NA,NA,Adult,Easily woken,680,62,SD,suic
1361,NA,NA,NA,Adolescent,Sleep latency,1,324,Suicidality,othergrp
1362,NA,NA,NA,Adolescent,REM latency,2,324,Suicidality,othergrp
1363,NA,NA,NA,Adolescent,REM density,3,324,Suicidality,othergrp
1364,NA,NA,NA,Adolescent,Coristol,4,324,Suicidality,othergrp
1365,NA,NA,NA,Adolescent,Hypersomnia,5,322,Suicidality,othergrp
1366,NA,NA,NA,Adolescent,Insomnia,6,322,Suicidality,othergrp
1367,NA,NA,NA,Adolescent,Insomnia,7,321,SI,othergrp
1368,NA,NA,NA,Adolescent,Early bedtime,8,319,Suicidality,othergrp
1369,NA,NA,NA,Adolescent,Late bedtime,9,319,Suicidality,othergrp
1370,NA,NA,NA,Adolescent,Sleep duration,10,319,Suicidality,othergrp
1371,NA,NA,NA,Adolescent,Sleep duration,11,319,Suicidality,othergrp
1372,NA,NA,NA,Adolescent,Sleep duration,12,319,Suicidality,othergrp
1373,NA,NA,NA,Adolescent,Sleep duration,13,319,Suicidality,othergrp
1374,NA,NA,NA,Adolescent,Sleep duration,14,319,Suicidality,othergrp
1375,NA,NA,NA,Adolescent,Sleep duration,15,319,Suicidality,othergrp
1376,NA,NA,NA,Adolescent,Sleep quality ,16,312,SI,othergrp
1377,NA,NA,NA,Adolescent,Sleep quality ,17,312,SA,othergrp
1378,NA,NA,NA,Adult,Insomnia,18,290,SA,othergrp
1379,NA,NA,NA,Adult,Nightmares,19,290,SA,othergrp
1380,NA,NA,NA,Adult,Insomnia,20,288,SI,othergrp
1381,NA,NA,NA,Adult,Sleep quality,21,287,SI,othergrp
1382,NA,NA,NA,Adult,Sleep quality,22,287,SI,othergrp
1383,NA,NA,NA,Adult,Sleep latency,23,287,SI,othergrp
1384,NA,NA,NA,Adult,Sleep duration,24,287,SI,othergrp
1385,NA,NA,NA,Adult,Sleep efficiency,25,287,SI,othergrp
1386,NA,NA,NA,Adult,Sleep disturbance,26,287,SI,othergrp
1387,NA,NA,NA,Adult,Insomnia,27,280,Suicidality,othergrp
1388,NA,NA,NA,Adult,Normal Sleep duation (6-9 hr),28,279,SI,othergrp
1389,NA,NA,NA,Adult,Sleep disturbance,29,279,SI,othergrp
1390,NA,NA,NA,Adolescent,Insomnia,30,267,SI,othergrp
1391,NA,NA,NA,Adolescent,Insomnia,31,267,SI,othergrp
1392,NA,NA,NA,Adolescent,Insomnia,32,267,SI,othergrp
1393,NA,NA,NA,Adolescent,Circadian reversal,33,267,SI,othergrp
1394,NA,NA,NA,Adolescent,Nonrestorative sleep,34,267,SI,othergrp
1395,NA,NA,NA,Adolescent,Hypersomnia,35,267,SI,othergrp
1396,NA,NA,NA,Adolescent,Insomnia,36,267,SA,othergrp
1397,NA,NA,NA,Adolescent,Insomnia,37,267,SA,othergrp
1398,NA,NA,NA,Adolescent,Insomnia,38,267,SA,othergrp
1399,NA,NA,NA,Adolescent,Circadian reversal,39,267,SA,othergrp
1400,NA,NA,NA,Adolescent,Nonrestorative sleep,40,267,SA,othergrp
1401,NA,NA,NA,Adolescent,Hypersomnia,41,267,SA,othergrp
1402,NA,NA,NA,Adult,Sleep disturbance,42,266,SI,othergrp
1403,NA,NA,NA,Adult,Sleep disturbance,43,266,SI,othergrp
1404,NA,NA,NA,Adult,Sleep disturbance,44,266,SI,othergrp
1405,NA,NA,NA,Adult,Sleep disturbance,45,266,SA,othergrp
1406,NA,NA,NA,Adult,Sleep disturbance,46,266,SA,othergrp
1407,NA,NA,NA,Adult,Insomnia,47,255,SI,othergrp
1408,NA,NA,NA,Adult,Insomnia,48,255,SI,othergrp
1409,NA,NA,NA,Adult,Insomnia,49,255,SI,othergrp
1410,NA,NA,NA,Adult,Sleep disturbance,50,248,SI,othergrp
1411,NA,NA,NA,Adult,Sleep disturbance,51,248,,othergrp
1412,NA,NA,NA,Adult,Sleep disturbance,52,248,SA,othergrp
1413,NA,NA,NA,Adult,Sleep apnea,53,244,SI,othergrp
1414,NA,NA,NA,Adult,Poor sleep,54,243,SA,othergrp
1415,NA,NA,NA,Adult,Insomnia,55,240,SI,othergrp
1416,NA,NA,NA,Adolescent,Sleep duration,56,232,SI,othergrp
1417,NA,NA,NA,Adolescent,Sleep duration,57,232,SI,othergrp
1418,NA,NA,NA,Adolescent,Sleep duration,58,232,SI,othergrp
1419,NA,NA,NA,Adolescent,Sleep duration,59,232,SA,othergrp
1420,NA,NA,NA,Adolescent,Sleep duration,60,232,SA,othergrp
1421,NA,NA,NA,Adolescent,Sleep duration,61,232,SA,othergrp
1422,NA,NA,NA,Adult,Sleep disorder,62,225,SI,othergrp
1423,NA,NA,NA,Adult,No sleep disorder,63,225,SI,othergrp
1424,NA,NA,NA,Adult,Insomnia,64,209,SI,othergrp
1425,NA,NA,NA,Adult,Hypersomnia,65,209,SI,othergrp
1426,NA,NA,NA,Adult,Insomnia,66,183,Suicidality,othergrp
1427,NA,NA,NA,Adult,Insomnia,67,183,SA,othergrp
1428,NA,NA,NA,Adult,Nightmares,68,183,Suicidality,othergrp
1429,NA,NA,NA,Adult,Nightmares,69,183,SA,othergrp
1430,NA,NA,NA,Adult,Sleep efficiency,70,183,Suicidality,othergrp
1431,NA,NA,NA,Adult,Wake after sleep onset,71,183,Suicidality,othergrp
1432,NA,NA,NA,Adult,Sleep-onset latency,72,183,Suicidality,othergrp
1433,NA,NA,NA,Adult,Total sleep time,73,183,Suicidality,othergrp
1434,NA,NA,NA,Adult,Sleep variability,74,183,Suicidality,othergrp
1435,NA,NA,NA,Adult,Sleep efficiency,75,183,Suicidality,othergrp
1436,NA,NA,NA,Adult,Wake after sleep onset,76,183,Suicidality,othergrp
1437,NA,NA,NA,Adult,Sleep-onset latency,77,183,Suicidality,othergrp
1438,NA,NA,NA,Adult,Total sleep time,78,183,Suicidality,othergrp
1439,NA,NA,NA,Adult,Sleep variability,79,183,Suicidality,othergrp
1440,NA,NA,NA,Adult,Sleep disorder,80,171,SD,othergrp
1441,NA,NA,NA,Adolescent,Insomnia,81,166,SI,othergrp
1442,NA,NA,NA,Adolescent,Insomnia,82,166,SP,othergrp
1443,NA,NA,NA,Adolescent,Insomnia,83,166,SA,othergrp
1444,NA,NA,NA,Adolescent,Insomnia,84,166,SI,othergrp
1445,NA,NA,NA,Adolescent,Insomnia,85,166,SP,othergrp
1446,NA,NA,NA,Adolescent,Insomnia,86,166,SA,othergrp
1447,NA,NA,NA,Adolescent,Insomnia,87,166,SI,othergrp
1448,NA,NA,NA,Adolescent,Insomnia,88,166,SP,othergrp
1449,NA,NA,NA,Adolescent,Insomnia,89,166,SA,othergrp
1450,NA,NA,NA,Adolescent,Insomnia,90,166,SI,othergrp
1451,NA,NA,NA,Adolescent,Insomnia,91,166,SP,othergrp
1452,NA,NA,NA,Adolescent,Insomnia,92,166,SA,othergrp
1453,NA,NA,NA,Adult,Sleep quality,93,157,Suicidality,othergrp
1454,NA,NA,NA,Adult,Sleep quality,94,156,SI,othergrp
1455,NA,NA,NA,Adult,No nightmares,95,152,SD,othergrp
1456,NA,NA,NA,Adult,Nightmares,96,152,SD,othergrp
1457,NA,NA,NA,Adult,Nightmares,97,152,SD,othergrp
1458,NA,NA,NA,Adolescent Adult,Sleep disturbance,98,151,SA,othergrp
1459,NA,NA,NA,Adolescent Adult,Insomnia,99,149,SD,othergrp
1460,NA,NA,NA,Adolescent Adult,Insomnia,100,149,SD,othergrp
1461,NA,NA,NA,Adolescent Adult,Insomnia,101,149,SD,othergrp
1462,NA,NA,NA,Adolescent Adult,Insomnia,102,149,SD,othergrp
1463,NA,NA,NA,Adult,Insomnia,103,140,SI,othergrp
1464,NA,NA,NA,Adult,Insomnia,104,139,SA,othergrp
1465,21,38.8,424.1,Adult,Time recording,105,136,SA,othergrp
1466,21,42.5,358.3,Adult,Total sleep time,106,136,SA,othergrp
1467,21,15.8,23.2,Adult,Sleep latency,107,136,SA,othergrp
1468,21,43.5,42.7,Adult,Awake,108,136,SA,othergrp
1469,21,0.1,0.1,Adult,Awake,109,136,SA,othergrp
1470,21,23.2,22.6,Adult,Awake,110,136,SA,othergrp
1471,21,9.5,89.7,Adult,Sleep maintenance,111,136,SA,othergrp
1472,21,8.2,84.7,Adult,Sleep efficiency,112,136,SA,othergrp
1473,21,4.2,6.7,Adult,Stage 1,113,136,SA,othergrp
1474,21,9.8,58.6,Adult,Stage 2,114,136,SA,othergrp
1475,21,5.6,7.3,Adult,Stage 3 ,115,136,SA,othergrp
1476,21,6.9,3.7,Adult,Stage 4,116,136,SA,othergrp
1477,21,10.1,11,Adult,Delta,117,136,SA,othergrp
1478,21,32.1,85.7,Adult,REM,118,136,SA,othergrp
1479,21,1,3.5,Adult,REM,119,136,SA,othergrp
1480,21,7.7,23.5,Adult,REM,120,136,SA,othergrp
1481,21,75.2,122.6,Adult,REM,121,136,SA,othergrp
1482,21,55.2,62.6,Adult,REM,122,136,SA,othergrp
1483,21,46.5,44.4,Adult,REM,123,136,SA,othergrp
1484,21,0.4,1.4,Adult,REM,124,136,SA,othergrp
1485,21,0.1,0.3,Adult,REM,125,136,SA,othergrp
1486,21,9.7,21.7,Adult,REM,126,136,SA,othergrp
1487,21,17.4,29.1,Adult,REM,127,136,SA,othergrp
1488,21,0.4,1.3,Adult,REM,128,136,SA,othergrp
1489,21,9,17.2,Adult,REM,129,136,SA,othergrp
1490,21,17,22.3,Adult,REM,130,136,SA,othergrp
1491,21,0.4,1.2,Adult,REM,131,136,SA,othergrp
1492,21,11.3,25.4,Adult,REM,132,136,SA,othergrp
1493,21,25.3,36.5,Adult,REM,133,136,SA,othergrp
1494,21,0.4,1.4,Adult,REM,134,136,SA,othergrp
1495,21,12.6,28.6,Adult,REM,135,136,SA,othergrp
1496,21,28.9,44.9,Adult,REM,136,136,SA,othergrp
1497,21,0.5,1.6,Adult,REM,137,136,SA,othergrp
1498,21,489.4,623.1,Adult,REM,138,136,SA,othergrp
1499,21,84.8,128.8,Adult,REM,139,136,SA,othergrp
1500,21,121.7,107.3,Adult,REM,140,136,SA,othergrp
1501,21,103,128.3,Adult,REM,141,136,SA,othergrp
1502,21,137.5,202.8,Adult,REM,142,136,SA,othergrp
1503,21,3.9,7.4,Adult,REM,143,136,SA,othergrp
1504,21,4,6.2,Adult,REM,144,136,SA,othergrp
1505,21,3.4,5.5,Adult,REM,145,136,SA,othergrp
1506,21,3.1,6,Adult,REM,146,136,SA,othergrp
1507,21,4.4,8.3,Adult,REM,147,136,SA,othergrp
1508,21,3449.1,6765,Adult,REM,148,136,SA,othergrp
1509,21,2243.1,2013.9,Adult,REM,149,136,SA,othergrp
1510,21,946.2,1940.3,Adult,REM,150,136,SA,othergrp
1511,21,1123.2,1636.8,Adult,REM,151,136,SA,othergrp
1512,21,588.6,864.9,Adult,REM,152,136,SA,othergrp
1513,21,13.5,24.7,Adult,REM,153,136,SA,othergrp
1514,21,18.1,27.6,Adult,REM,154,136,SA,othergrp
1515,21,17,30.9,Adult,REM,155,136,SA,othergrp
1516,21,17.6,26.1,Adult,REM,156,136,SA,othergrp
1517,21,11.6,15.3,Adult,REM,157,136,SA,othergrp
1518,21,0.4,1,Adult,REM,158,136,SA,othergrp
1519,NA,NA,NA,Adult,Insomnia,159,135,SA,othergrp
1520,NA,NA,NA,Adult,Nightmares,160,135,SA,othergrp
1521,NA,NA,NA,Adult,Insomnia,161,135,SA,othergrp
1522,NA,NA,NA,Adult,Nightmares,162,135,SA,othergrp
1523,NA,NA,NA,Adult,Insomnia,163,113,Suicidality,othergrp
1524,NA,NA,NA,Adult,Nightmares,164,113,Suicidality,othergrp
1525,NA,NA,NA,Adult,Insomnia,165,108,Suicidality,othergrp
1526,NA,NA,NA,Adult,Total sleep time,166,108,Suicidality,othergrp
1527,NA,NA,NA,Adult,Insomnia,167,64,SA,othergrp
1528,NA,NA,NA,Adult,Insomnia,168,64,SA,othergrp
1529,NA,NA,NA,Adult,Insomnia,169,65,Suicidality,othergrp
1530,NA,NA,NA,Adult,Nightmares,170,65,Suicidality,othergrp
1531,NA,NA,NA,Adult,Insomnia,171,67,Suicidality,othergrp
1532,NA,NA,NA,Adult,Insomnia,172,67,Suicidality,othergrp
1533,NA,NA,NA,Adult,Insomnia,173,67,Suicidality,othergrp
1534,NA,NA,NA,Adult,Insomnia,174,68,Suicidality,othergrp
1535,NA,NA,NA,Adult,Insomnia,175,69,SD,othergrp
1536,NA,NA,NA,Adolescent,Sleep duration,176,72,SI,othergrp
1537,NA,NA,NA,Adult,Sleep quality ,177,75,SA,othergrp
1538,NA,NA,NA,Adolescent,Sleep duration,178,80,SI,othergrp
1539,NA,NA,NA,Adolescent,Sleep duration,179,80,SI,othergrp
1540,NA,NA,NA,Adolescent,Sleep duration,180,80,SI,othergrp
1541,NA,NA,NA,Adult,Nightmares,181,88,Suicidality,othergrp
1542,NA,NA,NA,Adult,Insomnia,182,88,Suicidality,othergrp
1543,NA,NA,NA,Adult,Total sleep time,183,93,SI,othergrp
1544,NA,NA,NA,Adult,Total sleep time,184,93,SI,othergrp
1545,NA,NA,NA,Adult,Sleep efficiency,185,93,SI,othergrp
1546,NA,NA,NA,Adult,Sleep efficiency,186,93,SI,othergrp
1547,NA,NA,NA,Adult,Sleep onset latency,187,93,SI,othergrp
1548,NA,NA,NA,Adult,Sleep onset latency,188,93,SI,othergrp
1549,NA,NA,NA,Adult,Sleep quality,189,93,SI,othergrp
1550,NA,NA,NA,Adult,REM,190,77,Suicidality,othergrp
1551,NA,NA,NA,Adult,REM,191,77,Suicidality,othergrp
1552,NA,NA,NA,Adult,REM,192,77,Suicidality,othergrp
1553,NA,NA,NA,Adult,REM,193,77,Suicidality,othergrp
1554,NA,NA,NA,Adult,REM,194,77,Suicidality,othergrp
1555,NA,NA,NA,Adult,REM,195,77,Suicidality,othergrp
1556,NA,NA,NA,Adult,REM,196,77,Suicidality,othergrp
1557,NA,NA,NA,Adult,REM,197,77,Suicidality,othergrp
1558,313,NA,NA,Adult,Insomnia,198,92,SA,othergrp
1559,353,NA,NA,Adult,Nightmares,199,92,SA,othergrp
1560,NA,NA,NA,Adult,Insomnia,200,92,SA,othergrp
1561,NA,NA,NA,Adult,Insomnia + Nightmares,201,92,SA,othergrp
1562,NA,NA,NA,Adult,REM,202,90,SA,othergrp
1563,NA,NA,NA,Adult,REM,203,90,SA,othergrp
1564,NA,NA,NA,Adult,REM,204,90,SA,othergrp
1565,NA,NA,NA,Adult,Slow wave sleep,205,90,SA,othergrp
1566,NA,NA,NA,Adult,Baseline cortisol,206,90,SA,othergrp
1567,NA,NA,NA,Adolescent,Insomnia,207,130,SI,othergrp
1568,NA,NA,NA,Adolescent,Insomnia,208,130,SA,othergrp
1569,NA,NA,NA,Adolescent,Insomnia,209,130,SA,othergrp
1570,NA,NA,NA,Adult,Sleep disturbance,210,121,SD,othergrp
1571,50,7.09,10.18,Adult,Sleep quality,211,70,SA,othergrp
1572,NA,NA,NA,Adult,Sleep Disorder,212,169,SI,othergrp
1573,NA,NA,NA,Adult,Insomnia,213,169,SI,othergrp
1574,NA,NA,NA,Adolescent Adult,Sleep duration,214,61,SI,othergrp
1575,NA,NA,NA,Adolescent Adult,Sleep duration,215,61,SA,othergrp
1576,NA,NA,NA,Adolescent Adult,Sleep duration,216,61,SI,othergrp
1577,NA,NA,NA,Adolescent Adult,Sleep duration,217,61,SA,othergrp
1578,NA,NA,NA,Adult,REM,218,3,SI,othergrp
1579,NA,NA,NA,Adult,REM,219,3,SI,othergrp
1580,NA,NA,NA,Adult,REM,220,3,SI,othergrp
1581,NA,NA,NA,Adult,Slow wave sleep,221,3,SI,othergrp
1582,NA,NA,NA,Adult,Slow wave sleep,222,3,SI,othergrp
1583,NA,NA,NA,Adult,Total Sleep Time,223,3,SI,othergrp
1584,NA,NA,NA,Adult,Sleep efficiency,224,3,SI,othergrp
1585,NA,NA,NA,Adult,Dreams,225,3,SI,othergrp
1586,NA,NA,NA,Adult,Dreams,226,3,SI,othergrp
1587,NA,NA,NA,Adult,Dreams,227,3,SI,othergrp
1588,NA,NA,NA,Adult,Dreams,228,3,SI,othergrp
1589,NA,NA,NA,Adult,Dreams,229,3,SI,othergrp
1590,NA,NA,NA,Adult,Dreams,230,3,SI,othergrp
1591,NA,NA,NA,Adult,Dreams,231,3,SI,othergrp
1592,NA,NA,NA,Adult,Dreams,232,3,SI,othergrp
1593,NA,NA,NA,Adult,Dreams,233,3,SI,othergrp
1594,NA,NA,NA,Adult,Dreams,234,3,SI,othergrp
1595,NA,NA,NA,Adult,Dreams,235,3,SI,othergrp
1596,NA,NA,NA,Adult,Dreams,236,3,SI,othergrp
1597,NA,NA,NA,Adult,Dreams,237,3,SI,othergrp
1598,NA,NA,NA,Adult,Dreams,238,3,SI,othergrp
1599,NA,NA,NA,Adult,Dreams,239,3,SI,othergrp
1600,NA,NA,NA,Adult,Sleep disturbance,240,5,Suicidality,othergrp
1601,NA,NA,NA,Adult,Sleep quality,241,5,Suicidality,othergrp
1602,NA,NA,NA,Adult,Sleep latency,242,5,Suicidality,othergrp
1603,NA,NA,NA,Adult,Sleep duration,243,5,Suicidality,othergrp
1604,NA,NA,NA,Adult,sleep efficiency,244,5,Suicidality,othergrp
1605,NA,NA,NA,Adult,Sleep disturbance,245,5,Suicidality,othergrp
1606,NA,NA,NA,Adult,Nightmares,246,6,SA,othergrp
1607,NA,NA,NA,Adult,Sleep Disorder,247,8,SD,othergrp
1608,199,NA,NA,Adult,sleep quality,248,12,Suicidality,othergrp
1609,34,1.8,2.9,Adult,Nightmares,249,1,Suicidality,othergrp
1610,NA,NA,NA,Adult,Insomnia,250,2,Suicidality,othergrp
1611,NA,NA,NA,Adult,Hypersomnia,251,2,Suicidality,othergrp
1612,NA,NA,NA,Adult,No Sleep Problem,252,2,Suicidality,othergrp
1613,34,1.2,2.8,Adult,Sleep disturbance,253,3,Suicidality,othergrp
1614,NA,NA,NA,Adult,Insomnia,254,7,SA,othergrp
1615,NA,NA,NA,Adult,Insomnia,255,7,SA,othergrp
1616,NA,NA,NA,Adult,Insomnia,256,7,SA,othergrp
1617,NA,NA,NA,Adult,Nightmares,257,7,SA,othergrp
1618,NA,NA,NA,Adolescent,Insomnia,258,9,SI,othergrp
1619,NA,NA,NA,Adolescent,Insomnia,259,9,SP,othergrp
1620,NA,NA,NA,Adolescent,Insomnia,260,9,SA,othergrp
1621,NA,NA,NA,Adult,Insomnia,261,15,SD,othergrp
1622,NA,NA,NA,Adult,Insomnia,262,15,SD,othergrp
1623,NA,NA,NA,Adult,Insomnia,263,15,SD,othergrp
1624,NA,NA,NA,Adult,Nonrestorative sleep,264,15,SD,othergrp
1625,NA,NA,NA,Adult,No sleep disorder,265,16,SD,othergrp
1626,NA,NA,NA,Adult,Insomnia,266,16,SD,othergrp
1627,NA,NA,NA,Adult,Insomnia,267,16,SD,othergrp
1628,NA,NA,NA,Adult,Insomnia,268,16,SD,othergrp
1629,NA,NA,NA,Adult,Insomnia,269,17,Suicidality,othergrp
1630,NA,NA,NA,Adult,Sleep disturbance,270,13,SI,othergrp
1631,NA,NA,NA,Adult,Sleep problems,271,14,SD,othergrp
1632,83,NA,NA,Adult,Sleep duration,272,18,SA,othergrp
1633,NA,NA,NA,Adult,Insomnia,273,19,SI,othergrp
1634,16,NA,NA,Adult,Sleep problems,274,20,SD,othergrp
1635,NA,NA,NA,Adult,Insomnia,275,24,SA,othergrp
1636,NA,NA,NA,Adult,Sleep problems,276,31,Suicidality,othergrp
1637,NA,NA,NA,Adult,Insomnia,277,32,SI,othergrp
1638,NA,NA,NA,Adult,Sleep disturbance,278,32,Suicidality,othergrp
1639,NA,NA,NA,Adult,Sleep disturbance,279,32,Suicidality,othergrp
1640,NA,NA,NA,Adult,Insomnia,280,36,Suicidality,othergrp
1641,NA,NA,NA,Adult,Nightmares,281,36,Suicidality,othergrp
1642,NA,NA,NA,Adult,Insomnia,282,51,SA,othergrp
1643,NA,NA,NA,Adult,Insomnia,283,51,SI,othergrp
1644,NA,NA,NA,Adult,Insomnia,284,42,Suicidality,othergrp
1645,NA,NA,NA,Adult,Sleep disturbance,285,42,Suicidality,othergrp
1646,NA,NA,NA,Adult,Insomnia,286,42,Suicidality,othergrp
1647,NA,NA,NA,Adolescent,Sleep duration,287,39,SI,othergrp
1648,NA,NA,NA,Adolescent,Sleep duration,288,39,SP,othergrp
1649,NA,NA,NA,Adolescent,Sleep duration,289,39,SA,othergrp
1650,NA,NA,NA,Adolescent,Sleep duration,290,39,SI,othergrp
1651,NA,NA,NA,Adolescent,Sleep duration,291,39,SP,othergrp
1652,NA,NA,NA,Adolescent,Sleep duration,292,39,SA,othergrp
1653,23,7.9,14,Adolescent,Delta,293,35,Suicidality,othergrp
1654,23,20.6,27.8,Adolescent,Sleep latency,294,35,Suicidality,othergrp
1655,23,30,86.3,Adolescent,Delta,295,35,Suicidality,othergrp
1656,23,9.5,91.3,Adolescent,GH,296,35,Suicidality,othergrp
1657,23,9.2,16.3,Adolescent,GH,297,35,Suicidality,othergrp
1658,23,2.7,2.71,Adolescent,GH,298,35,Suicidality,othergrp
1659,23,13.9,50,Adolescent,GH,299,35,Suicidality,othergrp
1660,23,14,53.8,Adolescent,GH,300,35,Suicidality,othergrp
1661,23,15.6,74.7,Adolescent,GH,301,35,Suicidality,othergrp
1662,23,0.95,0.53,Adolescent,GH,302,35,Suicidality,othergrp
1663,NA,NA,NA,Adolescent,GH,303,35,Suicidality,othergrp
1664,NA,NA,NA,Adolescent,GH,304,35,Suicidality,othergrp
1665,NA,NA,NA,Adolescent,GH,305,35,Suicidality,othergrp
1666,NA,NA,NA,Adolescent,GH,306,35,Suicidality,othergrp
1667,NA,NA,NA,Adolescent,GH,307,35,Suicidality,othergrp
1668,NA,NA,NA,Adolescent,GH,308,35,Suicidality,othergrp
1669,NA,NA,NA,Adolescent,GH,309,35,Suicidality,othergrp
1670,NA,NA,NA,Adolescent,Delta,310,35,Suicidality,othergrp
1671,NA,NA,NA,Adolescent,Sleep latency,311,35,Suicidality,othergrp
1672,NA,NA,NA,Adolescent,Delta,312,35,Suicidality,othergrp
1673,30,21.1,31.6,Adolescent,Sleep,313,37,Suicidality,othergrp
1674,30,9.6,8.8,Adolescent,Time awake,314,37,Suicidality,othergrp
1675,30,32.3,455.4,Adolescent,Total sleep time,315,37,Suicidality,othergrp
1676,30,9.2,18.4,Adolescent,Stage 1,316,37,Suicidality,othergrp
1677,30,31,221.6,Adolescent,Stage 2,317,37,Suicidality,othergrp
1678,30,16.6,33.1,Adolescent,Stage 3,318,37,Suicidality,othergrp
1679,30,31.4,67.6,Adolescent,Stage 4,319,37,Suicidality,othergrp
1680,30,18.2,114.8,Adolescent,REM,320,37,Suicidality,othergrp
1681,30,26.9,71.6,Adolescent,REM,321,37,Suicidality,othergrp
1682,30,0.28,1.38,Adolescent,REM,322,37,Suicidality,othergrp
1683,47,2,3.4,Adult,Insomnia,323,45,SI,othergrp
1684,47,31.7,434.9,Adult,Total sleep Time,324,45,SI,othergrp
1685,47,8.8,9.7,Adult,Sleep latency,325,45,SI,othergrp
1686,47,4.8,93.5,Adult,Sleep efficiency,326,45,SI,othergrp
1687,47,2.3,3.6,Adult,Awake,327,45,SI,othergrp
1688,47,3.4,4.5,Adult,NREM,328,45,SI,othergrp
1689,47,7.8,53,Adult,NREM,329,45,SI,othergrp
1690,47,8,14.8,Adult,NREM,330,45,SI,othergrp
1691,47,5.6,24,Adult,REM,331,45,SI,othergrp
1692,47,6,87.3,Adult,REM,332,45,SI,othergrp
1693,NA,NA,NA,Adult,Beta,333,45,SI,othergrp
1694,NA,NA,NA,Adult,Alpha,334,45,SI,othergrp
1695,NA,NA,NA,Adult,Delta,335,45,SI,othergrp
1696,NA,NA,NA,Adult,Alpha-Delta,336,45,SI,othergrp
1697,NA,NA,NA,Adult,Insomnia,337,50,SA,othergrp
1698,NA,NA,NA,Adult,Insomnia,338,50,SA,othergrp
1699,NA,NA,NA,Adult,Sleep duration,339,50,SA,othergrp
1700,NA,NA,NA,Adult,Sleep duration,340,50,SA,othergrp
1701,NA,NA,NA,Adult,Insomia and sleep duration,341,50,SA,othergrp
1702,NA,NA,NA,Adult,Hypersomnia,342,144,SI,othergrp
1703,NA,NA,NA,Adult,Insomnia,343,144,SI,othergrp
1704,NA,NA,NA,Adult,Sleep disturbance,344,144,SI,othergrp
1705,NA,NA,NA,Adult,No Sleep Problem,345,144,SI,othergrp
1706,NA,NA,NA,Adult,Hypersomnia,346,144,SP,othergrp
1707,NA,NA,NA,Adult,Insomnia,347,144,SP,othergrp
1708,NA,NA,NA,Adult,Sleep disturbance,348,144,SP,othergrp
1709,NA,NA,NA,Adult,No Sleep Problem,349,144,SP,othergrp
1710,NA,NA,NA,Adult,Hypersomnia,350,144,SA,othergrp
1711,NA,NA,NA,Adult,Insomnia,351,144,SA,othergrp
